SELLDATE,SELLMONTH,SELLYEAR,ADDRESS,CITY,STATE,ZIP, PRICE ,BEDS,BATHS,LOCATION,SQFT,LOTSIZE,YARDSPACE,YEARBUILT,SELLAGE,PRICE/SQFT,HOA/MONTH,MLS#,LATITUDE,LONGITUDE
19-Aug-21,Aug-21,2021,11364 Lamar Ln,Frisco,TX,75033,"$699,999.00 ",4,3.5,Shaddock Creek Estates Ph 3,4302,8712,4410,2006,15,$162.71 ,46,14592804,33.1727012,-96.8515793
18-Mar-21,Mar-21,2021,4137 Sydney Dr,Frisco,TX,75033,"$339,000.00 ",3,2,Kings Garden Ph 3,1919,7013,5094,2004,17,$176.65 ,38,14519630,33.1581469,-96.8523392
27-May-22,May-22,2022,3328 Cumberland Ln,Frisco,TX,75033,"$899,900.00 ",4,4,Shaddock Creek Estates Ph 1,3823,9060,5237,2006,16,$235.39 ,50,20017938,33.1701256,-96.8614438
18-Mar-22,Mar-22,2022,9964 Madrone Dr,Frisco,TX,75033,"$625,000.00 ",4,3,Heather Ridge Estates Ph I,2813,8451,5638,2000,22,$222.18 ,44,14751190,33.1617786,-96.8606853
22-Feb-23,Feb-23,2023,9165 Bastille Way,Frisco,TX,75033,"$549,000.00 ",4,3,Kings Garden Ph 1,2813,12894,10081,2002,21,$195.17 ,40,20239143,33.1546893,-96.8563961
29-Mar-21,Mar-21,2021,11995 Westlawn Ln,Frisco,TX,75033,"$320,000.00 ",3,2,Griffin Parc Ph 2,1603,6882,5279,2006,15,$199.63 ,91,14520593,33.1766323,-96.8619548
29-Mar-21,Mar-21,2021,3568 Baldcypress Dr,Frisco,TX,75033,"$525,000.00 ",4,3.5,Heather Ridge Estates Ph II B,3973,8538,4565,2004,17,$132.14 ,44,14493493,33.1596468,-96.858169
12-May-21,May-21,2021,3733 Crossbow Dr,Frisco,TX,75033,"$875,000.00 ",5,4.5,Griffin Parc Ph 4,4872,10585,5713,2004,17,$179.60 ,58,14549930,33.1704778,-96.8562705
4-Jun-21,Jun-21,2021,4286 Indian Creek Ln,Frisco,TX,75033,"$1,350,000.00 ",5,5.5,Shaddock Creek Estates,5217,11718,6501,2007,14,$258.77 ,125,14563403,33.1617945,-96.8510621
27-Aug-21,Aug-21,2021,11733 Eden Ln,Frisco,TX,75033,"$499,000.00 ",4,2.5,Griffin Parc Ph 2,2875,7754,4879,2005,16,$173.57 ,55,14631439,33.1745112,-96.8632514
16-Jun-21,Jun-21,2021,9149 Bastille Way,Frisco,TX,75033,"$425,000.00 ",4,3,Kings Garden Ph 1,2280,12371,10091,2002,19,$186.40 ,38,14573585,33.1544684,-96.856438
25-May-22,May-22,2022,4045 Sun King Ln,Frisco,TX,75033,"$500,000.00 ",3,2,Kings Garden Ph 2,1919,7405,5486,2003,19,$260.55 ,38,20032733,33.1577034,-96.8537309
17-Dec-21,Dec-21,2021,3578 Munstead Trl,Frisco,TX,75033,"$800,000.00 ",3,3.5,Griffin Parc Ph 4,3402,9540,6138,2010,11,$235.16 ,58,14702905,33.1720329,-96.8585038
28-Apr-21,Apr-21,2021,9758 Golden Fountain Dr,Frisco,TX,75033,"$350,000.00 ",4,2,Kings Garden,2096,7971,5875,2003,18,$166.98 ,47,14533256,33.1585444,-96.854321
10-Sep-21,Sep-21,2021,9582 Revolution Way,Frisco,TX,75033,"$325,000.00 ",3,2,Kings Garden Phase 2,1808,7187,5379,2003,18,$179.76 ,38,14635579,33.1575715,-96.8513857
14-Jul-22,Jul-22,2022,3379 Leatherwood Dr,Frisco,TX,75033,"$875,000.00 ",5,4,Heather Ridge Estates Ph IV,4326,8799,4473,2006,16,$202.27 ,44,20058436,33.1642273,-96.8606059
10-Nov-22,Nov-22,2022,11967 Eden Ln,Frisco,TX,75033,"$585,000.00 ",4,3.5,Griffin Parc Ph 2,2976,6447,3471,2006,16,$196.57 ,58,20170421,33.176612,-96.8632125
7-Mar-23,Mar-23,2023,3463 Baldcypress,Frisco,TX,75033,"$879,900.00 ",4,3.5,HEATHER RIDGE ESTATES PH3,4523,8276,3753,2005,18,$194.54 ,48,20240530,33.1596439,-96.8595272
21-Oct-21,Oct-21,2021,11840 Eastpark Ln,Frisco,TX,75033,"$440,000.00 ",3,2.5,Griffin Parc Ph 2,2012,5053,3041,2004,17,$218.69 ,87,14677250,33.1754757,-96.8607834
8-Oct-21,Oct-21,2021,9288 Grand Canal Dr,Frisco,TX,75033,"$365,000.00 ",3,2,Kings Garden Ph 1,1806,7187,5381,2002,19,$202.10 ,35,14667907,33.1551228,-96.8513865
20-Feb-23,Feb-23,2023,3872 Baroque Way,Frisco,TX,75033,"$489,900.00 ",4,2,Kings Garden Ph 3,2205,10498,8293,2004,19,$222.18 ,44,20232673,33.1612242,-96.8544659
30-Aug-21,Aug-21,2021,4102 Sun King Ln,Frisco,TX,75033,"$389,900.00 ",3,2,KINGS GARDEN PH 2,1919,7754,5835,2003,18,$203.18 ,38,14627296,33.1578458,-96.8527311
17-May-21,May-21,2021,3931 Bal Harbour Ln,Frisco,TX,75033,"$699,000.00 ",5,4,Shaddock Creek Estates Ph 3,4325,8494,4169,2006,15,$161.62 ,50,14555723,33.1708945,-96.8543389
24-Sep-21,Sep-21,2021,3863 Colonnade Grove Dr,Frisco,TX,75033,"$459,000.00 ",4,2,Kings Garden Ph 1,2389,12110,9721,2005,16,$192.13 ,38,14657134,33.1555362,-96.855389
29-Apr-21,Apr-21,2021,11335 Altamont Dr,Frisco,TX,75033,"$919,000.00 ",5,5.5,Griffin Parc Ph 4,5037,11587,6550,2005,16,$182.45 ,58,14545910,33.1712,-96.857434
18-Jun-21,Jun-21,2021,3304 Barkwood Ln,Frisco,TX,75033,"$649,000.00 ",4,4,Heather Ridge Estates Ph I,3898,8494,4596,2002,19,$166.50 ,44,14565127,33.1626468,-96.8610796
3-May-21,May-21,2021,3417 Fountainbleau Ln,Frisco,TX,75033,"$415,000.00 ",5,3,Griffin Parc Ph 2,2507,6316,3809,2005,16,$165.54 ,58,14536828,33.174998,-96.8602708
23-Dec-21,Dec-21,2021,11472 Blackhawk Dr,Frisco,TX,75033,"$554,900.00 ",6,4,The Fairways Ph 5,3718,6926,3208,2002,19,$149.25 ,41,14699058,33.1724084,-96.8637206
16-Nov-22,Nov-22,2022,4116 Cherry Ridge Dr,Frisco,TX,75033,"$446,900.00 ",4,2,Kings Garden Ph 3,2096,7362,5266,2004,18,$213.22 ,44,20183514,33.1596097,-96.8528322
9-Aug-21,Aug-21,2021,11150 Sugar Mill Ln,Frisco,TX,75033,"$850,000.00 ",4,3.5,Shaddock Creek Estates Ph 3,4224,7362,3138,2008,13,$201.23 ,67,14608027,33.171483,-96.854547
27-Aug-21,Aug-21,2021,4119 Forest Park Ln,Frisco,TX,75033,"$1,250,000.00 ",5,5,Shaddock Creek Estates Ph 5,4991,11761,6770,2008,13,$250.45 ,125,14606727,33.1630269,-96.8526654
26-Aug-22,Aug-22,2022,3466 Challaway Ln,Frisco,TX,75033,"$700,000.00 ",5,4.5,Griffin Parc Ph 2,3531,7492,3961,2004,18,$198.24 ,55,20111722,33.1745938,-96.8596764
7-Jun-22,Jun-22,2022,4086 Forest Park Ln,Frisco,TX,75033,"$1,650,000.00 ",5,5,Shaddock Creek Estates Ph 5,6267,12153,5886,2012,10,$263.28 ,121,20022727,33.163536,-96.852968
25-May-21,May-21,2021,11322 Lenox Ln,Frisco,TX,75033,"$1,060,000.00 ",5,4.5,Griffin Parc Ph 4,5160,12458,7298,2005,16,$205.43 ,58,14547290,33.1708817,-96.8556621
4-Nov-22,Nov-22,2022,4193 Chevy Chase Ln,Frisco,TX,75033,"$975,000.00 ",6,4.5,Shaddock Creek Estates Ph 4b,4780,8799,4019,2011,11,$203.97 ,50,20166887,33.1700302,-96.8524521
27-Aug-21,Aug-21,2021,4191 Cherry Ridge Dr,Frisco,TX,75033,"$365,000.00 ",3,2,Kings Garden Ph 3,1919,7405,5486,2004,17,$190.20 ,38,14626077,33.1589325,-96.8520616
23-Dec-21,Dec-21,2021,3208 Adirondack Ln,Frisco,TX,75033,"$440,000.00 ",3,2,Griffin Parc Ph 2,2002,7057,5055,2007,14,$219.78 ,91,14708848,33.1770127,-96.8617789
5-Aug-22,Aug-22,2022,4414 Veneto Dr,Frisco,TX,75033,"$999,999.00 ",5,4.5,Griffin Parc Ph 1,4632,9365,4733,2005,17,$215.89 ,58,20082765,33.1739803,-96.8503007
1-Jul-21,Jul-21,2021,3355 Leatherwood Dr,Frisco,TX,75033,"$700,000.00 ",5,4,Heather Ridge Estates Ph IV,4000,9235,5235,2006,15,$175.00 ,44,14587423,33.1642752,-96.8613584
16-Jul-21,Jul-21,2021,3473 Hartford Ln,Frisco,TX,75033,"$1,000,000.00 ",5,4,Shaddock Creek Estates Ph 1,4676,11848,7172,2007,14,$213.86 ,50,14587675,33.1679286,-96.8601013
19-Nov-21,Nov-21,2021,4178 Parterre Dr,Frisco,TX,75033,"$385,000.00 ",4,2,Kings Garden Ph 2,2096,7667,5571,2002,19,$183.68 ,35,14671641,33.1569347,-96.8520601
14-Oct-22,Oct-22,2022,10061 Hillsdale Ln,Frisco,TX,75033,"$1,295,000.00 ",4,4.5,Shaddock Creek Estates Ph 5,4958,12937,7979,2006,16,$261.19 ,121,20164223,33.1621528,-96.8522324
19-Apr-21,Apr-21,2021,11237 Berkeley Hall Ln,Frisco,TX,75033,"$650,000.00 ",5,4,Shaddock Creek Estates Ph 3,4214,7362,3148,2008,13,$154.25 ,50,14529665,33.1720049,-96.8540966
8-Feb-22,Feb-22,2022,4149 Freedom Ln,Frisco,TX,75033,"$449,900.00 ",3,2,Kings Garden Ph 1,2001,7275,5274,2002,20,$224.84 ,44,14727916,33.1550003,-96.852058
9-Mar-21,Mar-21,2021,11024 Powder Horn Ln,Frisco,TX,75033,"$665,000.00 ",4,3.5,Shaddock Creek Estates Ph 4b,4494,9583,5089,2011,10,$147.98 ,50,14495888,33.169779,-96.849354
18-Jul-22,Jul-22,2022,3268 Barkwood Ln,Frisco,TX,75033,"$824,900.00 ",4,4,Heather Ridge Estates Ph I,3851,8625,4774,2001,21,$214.20 ,44,20060118,33.1624968,-96.861495
10-Aug-22,Aug-22,2022,11105 Powder Horn Ln,Frisco,TX,75033,"$849,500.00 ",5,4,Shaddock Creek Estates Ph 3,4262,7449,3187,2006,16,$199.32 ,67,20088845,33.1704425,-96.8497009
14-May-21,May-21,2021,3376 Cumberland Ln,Frisco,TX,75033,"$699,900.00 ",5,4.5,Shaddock Creek Estates,4782,9060,4278,2006,15,$146.36 ,46,14551771,33.170093,-96.8609944
15-Dec-22,Dec-22,2022,9199 Aristocrat Ln,Frisco,TX,75033,"$499,999.00 ",4,2.5,Kings Garden Ph 1,2598,8799,6201,2002,20,$192.46 ,40,20194142,33.1545833,-96.8575271
4-Oct-22,Oct-22,2022,3296 Adirondack Ln,Frisco,TX,75033,"$525,000.00 ",3,2,Griffin Parc Ph 2,2225,7057,4832,2006,16,$235.96 ,100,20147796,33.1770283,-96.8612062
16-Jul-21,Jul-21,2021,11112 Powder Horn Ln,Frisco,TX,75033,"$645,000.00 ",5,4,Shaddock Creek Estates Ph 3,4128,7623,3495,2011,10,$156.25 ,50,14575347,33.170395,-96.849104
28-Apr-22,Apr-22,2022,4429 Laurelhurst Ln,Frisco,TX,75033,"$995,000.00 ",5,5,Shaddock Creek Estates,4513,8930,4417,2012,10,$220.47 ,50,20021437,33.168979,-96.852126
31-Aug-21,Aug-21,2021,11070 Graceland Ln,Frisco,TX,75033,"$725,000.00 ",5,4,Shaddock Creek Estates Ph 3,4240,7492,3252,2007,14,$170.99 ,50,14617694,33.1704675,-96.8501554
4-Aug-22,Aug-22,2022,11561 Luxembourg Ln,Frisco,TX,75033,"$575,000.00 ",4,2.5,Griffin Parc Ph 2,2627,12066,9439,2006,16,$218.88 ,58,20083388,33.173423,-96.8630876
19-Jul-22,Jul-22,2022,4332 Bal Harbour Ln,Frisco,TX,75033,"$899,900.00 ",4,4.5,Shaddock Creek Estates Ph 3,4098,12632,8534,2006,16,$219.59 ,50,20056099,33.1713357,-96.8506364
18-Nov-22,Nov-22,2022,10908 Brighton Ln,Frisco,TX,75033,"$1,150,000.00 ",5,4,Shaddock Creek Estates Ph 1,4883,11935,7052,2006,16,$235.51 ,50,20167593,33.1678456,-96.8627633
24-May-21,May-21,2021,3973 Siena Dr,Frisco,TX,75033,"$700,000.00 ",4,3.5,Griffin Parc Ph 1,4333,11456,7123,2001,20,$161.55 ,58,14549881,33.174842,-96.8543015
2-Jun-22,Jun-22,2022,10876 Old Saybrook Ln,Frisco,TX,75033,"$1,195,000.00 ",5,5,Shaddock Creek Estates Ph 2,5206,11718,6512,2011,11,$229.54 ,50,20037168,33.1688825,-96.8554891
19-Mar-21,Mar-21,2021,9507 Mirror Fountain Cir,Frisco,TX,75033,"$465,000.00 ",4,3,Kings Garden Ph 1,3012,12850,9838,2005,16,$154.38 ,38,14517314,33.1570546,-96.8555165
6-Jul-21,Jul-21,2021,11430 Lenox Ln,Frisco,TX,75033,"$675,000.00 ",5,4,Griffin Parc Ph 4,4029,9975,5946,2005,16,$167.54 ,58,14585423,33.172378,-96.855525
6-Apr-21,Apr-21,2021,3753 Colonnade Grove Dr,Frisco,TX,75033,"$349,900.00 ",3,2,Kings Garden Ph 1,1910,8886,6976,2002,19,$183.19 ,38,14519886,33.1558627,-96.8565218
7-Sep-22,Sep-22,2022,3380 Corkwood Dr,Frisco,TX,75033,"$850,000.00 ",5,4,Heather Ridge Estates Ph IV,4048,9365,5317,2006,16,$209.98 ,44,20119511,33.1637713,-96.860617
4-Jun-21,Jun-21,2021,11392 Lamar Ln,Frisco,TX,75033,"$595,000.00 ",5,4,Shaddock Creek Estates Ph 3,4385,9365,4980,2007,14,$135.69 ,46,14491441,33.1729427,-96.8515583
19-Oct-21,Oct-21,2021,4141 Siena Dr,Frisco,TX,75033,"$699,900.00 ",5,3.5,Griffin Parc Ph 1,4364,12894,8530,2002,19,$160.38 ,50,14654217,33.1744496,-96.8530895
3-May-21,May-21,2021,11715 Eden Ln,Frisco,TX,75033,"$439,900.00 ",4,2.5,Griffin Parc Ph 2,2837,14113,11276,2005,16,$155.06 ,58,14537007,33.1743377,-96.8632153
2-Dec-22,Dec-22,2022,3350 Overhill Dr,Frisco,TX,75033,"$675,000.00 ",4,2.5,Griffin Parc Ph 2,2835,10629,7794,2006,16,$238.10 ,58,20192737,33.1728624,-96.8610153
4-Oct-21,Oct-21,2021,4653 The Landings Ct,Frisco,TX,75033,"$875,000.00 ",5,4,Shaddock Creek Estates Ph 3,4564,9714,5150,2007,14,$191.72 ,54,14652276,33.1727495,-96.847558
11-Mar-21,Mar-21,2021,4267 Siena Dr,Frisco,TX,75033,"$500,000.00 ",4,3.5,Griffin Parc Ph 1,3202,7797,4595,2004,17,$156.15 ,58,14496587,33.1744086,-96.8514308
7-Jun-21,Jun-21,2021,3405 Shaddock Creek Ln,Frisco,TX,75033,"$895,000.00 ",5,4,Shaddock Creek Estates Ph 1,4463,8843,4380,2006,15,$200.54 ,55,14544702,33.1670369,-96.8607878
23-Dec-22,Dec-22,2022,4285 Cedar Bluff Ln,Frisco,TX,75033,"$1,499,900.00 ",5,6.5,Shaddock Creek Estates Ph 6a,5844,12720,6876,2007,15,$256.66 ,121,20183522,33.166605,-96.851079
7-Oct-21,Oct-21,2021,9839 Shell Ridge Dr,Frisco,TX,75033,"$740,000.00 ",4,4,Heather Ridge Estates Ph II B,3767,8538,4771,2003,18,$196.44 ,44,14642046,33.1611647,-96.8591775
22-Jun-22,Jun-22,2022,3395 Cumberland Ln,Frisco,TX,75033,"$985,000.00 ",5,4,Shaddock Creek Estates Ph 1,4705,9017,4312,2006,16,$209.35 ,50,20049772,33.1695776,-96.8607014
28-Apr-22,Apr-22,2022,9350 Ironwood Dr,Frisco,TX,75033,"$775,000.00 ",5,4,Heather Ridge Estates Ph V,3988,8494,4506,2005,17,$194.33 ,44,14765713,33.1558792,-96.8579429
27-May-21,May-21,2021,3900 Siena Dr,Frisco,TX,75033,"$485,000.00 ",4,4.5,Griffin Parc Ph 1,3087,6665,3578,2002,19,$157.11 ,58,14543025,33.1756726,-96.8546863
9-Jan-23,Jan-23,2023,3350 Shaddock Creek Ln,Frisco,TX,75033,"$990,000.00 ",5,4,Shaddock Creek Estates Ph 1,4707,8799,4092,2006,17,$210.33 ,54,20201079,33.1676657,-96.8613295
14-May-21,May-21,2021,9522 Revolution Way,Frisco,TX,75033,"$400,000.00 ",3,2.5,Kings Garden Ph 2,2606,8364,5758,2004,17,$153.49 ,38,14538054,33.1567145,-96.8513699
22-Jun-21,Jun-21,2021,3209 Appleblossom Dr,Frisco,TX,75034,"$650,000.00 ",5,4,Heather Ridge Estates Ph I,3538,7492,3954,2002,19,$183.72 ,42,14554930,33.1577703,-96.8621081
25-Jul-22,Jul-22,2022,4119 Parterre Dr,Frisco,TX,75033,"$550,000.00 ",4,2,Kings Garden Ph 2,2096,7797,5701,2002,20,$262.40 ,36,20055876,33.1566032,-96.8530667
19-Nov-21,Nov-21,2021,9684 Revolution Way,Frisco,TX,75033,"$374,900.00 ",3,2,Kings Garden Ph 3,1805,7187,5382,2003,18,$207.70 ,38,14667147,33.1582445,-96.8513699
21-Jun-21,Jun-21,2021,4072 Sun King Ln,Frisco,TX,75033,"$350,000.00 ",4,2,Kings Garden Ph 2,2096,7754,5658,2002,19,$166.98 ,38,14570957,33.1579733,-96.8531686
23-Mar-21,Mar-21,2021,3752 Winding Oaks Ln,Frisco,TX,75033,"$1,450,000.00 ",5,6,Shaddock Creek Estates Ph 6,6150,11718,5568,2018,3,$235.77 ,121,14512770,33.1647431,-96.8559982
9-Sep-21,Sep-21,2021,4156 Palace Pl,Frisco,TX,75033,"$365,000.00 ",4,2,Kings Garden Ph 1,2001,7275,5274,2002,19,$182.41 ,47,14632974,33.1546233,-96.8520804
21-Sep-21,Sep-21,2021,3408 Bumelia Dr,Frisco,TX,75033,"$775,000.00 ",4,4,Heather Ridge Estates Ph II B,4093,15638,11545,2002,19,$189.35 ,44,14631615,33.1619854,-96.8600169
22-Jul-21,Jul-21,2021,4181 Nobleman Dr,Frisco,TX,75033,"$374,900.00 ",3,2,KINGS GARDEN PH 2,1900,7841,5941,2002,19,$197.32 ,38,14584690,33.1557025,-96.8518914
19-Aug-22,Aug-22,2022,3247 Barkwood Ln,Frisco,TX,75033,"$730,000.00 ",4,3.5,Heather Ridge Estate Ph 01,3244,7623,4379,2003,19,$225.03 ,44,20101581,33.1619714,-96.8615458
25-Oct-22,Oct-22,2022,9853 Golden Fountain Dr,Frisco,TX,75033,"$495,000.00 ",4,2,Kings Garden Ph 3,2246,11195,8949,2004,18,$220.39 ,44,20152376,33.1597276,-96.8542545
25-Jun-21,Jun-21,2021,10733 Southbury Ln,Frisco,TX,75033,"$990,000.00 ",5,4,Shaddock Creek Estates Ph 2,4756,12284,7528,2006,15,$208.16 ,50,14555675,33.1673885,-96.8587628
25-Oct-21,Oct-21,2021,4265 Laurelhurst Ln,Frisco,TX,75033,"$925,000.00 ",5,4,Shaddock Creek Estates Ph 4b,4626,8799,4173,2012,9,$199.96 ,50,14643179,33.169214,-96.8526
16-Aug-22,Aug-22,2022,4120 Castle Bank Ln,Frisco,TX,75033,"$1,399,000.00 ",5,5,Shaddock Creek Estates Ph 5,4664,12371,7707,2006,16,$299.96 ,121,20073383,33.164438,-96.852332
7-Feb-23,Feb-23,2023,3377 Corkwood Dr,Frisco,TX,75033,"$610,000.00 ",4,3,Heather Ridge Estates Ph II A,2639,9845,7206,2003,20,$231.15 ,44,20197167,33.163256,-96.8608555
30-Sep-22,Sep-22,2022,11823 Eden Ln,Frisco,TX,75033,"$475,000.00 ",3,2,Griffin Parc Ph 2,1873,6447,4574,2005,17,$253.60 ,50,20109159,33.1753651,-96.8631904
26-Apr-21,Apr-21,2021,4154 Forest Park Ln,Frisco,TX,75033,"$1,150,000.00 ",5,5.5,Shaddock Creek Estates Ph 5,4705,12153,7448,2011,10,$244.42 ,125,14487779,33.163538,-96.852378
12-Oct-21,Oct-21,2021,3299 Overhill Dr,Frisco,TX,75033,"$634,900.00 ",5,3.5,Griffin Parc Ph 2,4318,7754,3436,2005,16,$147.04 ,55,14636306,33.1722878,-96.8613653
27-Aug-21,Aug-21,2021,10997 Stone House Ln,Frisco,TX,75033,"$1,075,000.00 ",5,4.5,Shaddock Creek Estates Ph 4b,5331,16509,11178,2010,11,$201.65 ,50,14601238,33.1696838,-96.8550476
3-Oct-22,Oct-22,2022,3670 Cherry Ridge Dr,Frisco,TX,75033,"$899,900.00 ",5,4.5,Heather Ridge Estates Ph II B,4071,8538,4467,2005,17,$221.05 ,44,20117165,33.1612607,-96.8574144
1-Nov-22,Nov-22,2022,4079 Chevy Chase Ln,Frisco,TX,75033,"$975,000.00 ",6,4.5,Shaddock Creek Estates Ph 4b,4882,8799,3917,2011,11,$199.71 ,50,20143795,33.1700587,-96.8531433
20-Oct-22,Oct-22,2022,9861 Chamber Hall Dr,Frisco,TX,75033,"$575,000.00 ",3,3.5,Kings Garden Ph 2,3135,9670,6535,2003,19,$183.41 ,38,20127973,33.1602755,-96.8565637
5-Dec-22,Dec-22,2022,10215 Tambra Dr,Frisco,TX,75033,"$699,000.00 ",5,4,Heather Ridge Estates Ph IV,4236,8494,4258,2004,18,$165.01 ,44,20093688,33.1643923,-96.8624413
5-Jan-23,Jan-23,2023,3189 Birchridge Dr,Frisco,TX,75033,"$600,000.00 ",5,3.5,Heather Ridge Estates Ph I,3568,7492,3924,2000,23,$168.16 ,45,20174809,33.1585618,-96.862337
30-Sep-22,Sep-22,2022,9900 Heather Ridge Trl,Frisco,TX,75033,"$749,999.00 ",4,3.5,Heather Ridge Estates Ph II B,3928,9017,5089,2004,18,$190.94 ,44,20111617,33.1617686,-96.856438
4-Jan-23,Jan-23,2023,9828 Heather Ridge Trl,Frisco,TX,75033,"$879,900.00 ",5,4,Heather Ridge Estates Ph II B,3985,9017,5032,2004,19,$220.80 ,44,20158232,33.1611865,-96.8566893
19-Oct-21,Oct-21,2021,3748 Neptune Cir,Frisco,TX,75033,"$469,000.00 ",4,3,Kings Garden Ph 2,2334,8625,6291,2003,18,$200.94 ,38,14605438,33.1581138,-96.856191
21-Feb-23,Feb-23,2023,3417 Delford Dr,Frisco,TX,75033,"$775,000.00 ",4,3.5,Heather Ridge Estates Ph V,4184,8538,4354,2005,18,$185.23 ,44,20205238,33.1554986,-96.8603546
15-Sep-22,Sep-22,2022,3137 White Spruce Dr,Frisco,TX,75033,"$679,000.00 ",5,4.5,Heather Ridge Estates Ph I,3706,7492,3786,2001,21,$183.22 ,44,20063929,33.1610759,-96.8627911
23-Dec-22,Dec-22,2022,9543 Ironwood Dr,Frisco,TX,75033,"$750,000.00 ",4,3.5,Heather Ridge Estates Ph III,3114,9148,6034,2006,16,$240.85 ,44,20148137,33.1586485,-96.8583993
22-Oct-21,Oct-21,2021,4039 Freedom Ln,Frisco,TX,75033,"$416,000.00 ",4,2.5,Kings Garden Ph 1,2587,7275,4688,2002,19,$160.80 ,43,14608840,33.155003,-96.8531676
1-Nov-21,Nov-21,2021,4148 Glenhurst Ln,Frisco,TX,75033,"$1,150,000.00 ",5,4.5,Shaddock Creek Estates Ph 5,5318,11718,6400,2007,14,$216.25 ,125,14616813,33.1653097,-96.8520609
29-Sep-22,Sep-22,2022,4109 Nobleman Dr,Frisco,TX,75033,"$438,000.00 ",4,2,Kings Garden Ph 2,2001,7057,5056,2002,20,$218.89 ,44,20060525,33.155781,-96.8533394
21-Dec-21,Dec-21,2021,11123 Powder Horn Ln,Frisco,TX,75033,"$750,000.00 ",5,4,Shaddock Creek Estates Ph 3,4136,7449,3313,2006,15,$181.33 ,50,14635743,33.1706081,-96.8496275
29-Dec-21,Dec-21,2021,9806 Revolution Way,Frisco,TX,75033,"$392,000.00 ",3,2,Kings Garden Ph 3,1808,7187,5379,2004,17,$216.81 ,38,14636691,33.1590788,-96.8513686
16-Nov-22,Nov-22,2022,3786 Winding Oaks Ln,Frisco,TX,75033,"$2,950,000.00 ",5,5.5,Shaddock Creek Estates Ph 6,6121,11718,5597,2017,5,$481.95 ,121,20089310,33.1647618,-96.8556631
7-Mar-23,Mar-23,2023,4105 Freedom Ln,Frisco,TX,75033,"$445,000.00 ",3,3,Kings Garden Ph 1,1919,7275,5356,2002,21,$231.89 ,44,20025881,33.1549746,-96.8524847
26-Jul-22,Jul-22,2022,10493 Tobias Ln,Frisco,TX,75033,"$2,900,000.00 ",6,6.5,Shaddock Creek Estates Ph 5,6502,11718,5216,2015,7,$446.02 ,121,20041169,33.165586,-96.8502181
28-Mar-22,Mar-22,2022,7620 Red Clover Dr,Frisco,TX,75033,"$575,000.00 ",4,3,Meadow Hill Estates Ph Two,3071,8712,5641,2000,22,$187.24 ,40,14765235,33.1656325,-96.8177129
1-Jun-22,Jun-22,2022,8301 Emerald Glen Ln,Frisco,TX,75033,"$499,000.00 ",3,2,Preston Highlands North Ph 3,1734,8276,6542,1998,24,$287.77 ,40,20056725,33.1720787,-96.8103681
8-Jul-21,Jul-21,2021,7850 Greenvalley Ln,Frisco,TX,75033,"$435,000.00 ",4,3,Meadow Hill Estates Ph Nine,3071,8712,5641,2001,20,$141.65 ,33,14594728,33.1636465,-96.8155355
3-Jun-22,Jun-22,2022,11002 Rogers Rd,Frisco,TX,75033,"$650,000.00 ",5,4,Preston Highlands North Ph 4,3358,9148,5790,2002,20,$193.57 ,40,20061697,33.1691945,-96.8115134
15-Jul-22,Jul-22,2022,7533 Yellowstone Dr,Frisco,TX,75033,"$650,000.00 ",5,4,Meadow Hill Estates Ph Eight,3560,9148,5588,2001,21,$182.58 ,33,20111024,33.1687526,-96.818419
11-Apr-22,Apr-22,2022,9700 Williford Trl,Frisco,TX,75033,"$299,900.00 ",3,2,Preston Manor Ph IV,1243,6098,4855,1992,30,$241.27 ,,20010173,33.1569082,-96.8096626
7-Apr-22,Apr-22,2022,8312 Presidio Dr,Frisco,TX,75033,"$475,000.00 ",4,2.5,Preston Highlands North #2,2456,8712,6256,1998,24,$193.40 ,40,14735915,33.168781,-96.8091572
7-Jan-22,Jan-22,2022,7579 Oak St,Frisco,TX,75033,"$649,000.00 ",3,2,Haun Add,1562,12502,10940,1925,97,$415.49 ,,14722115,33.150649,-96.820047
9-May-22,May-22,2022,10449 Rogers Rd,Frisco,TX,75033,"$699,000.00 ",3,2,ABS A0766 Clayton Rogers Survey,2359,43560,41201,1992,30,$296.31 ,,20036980,33.1639593,-96.8125097
21-Jan-22,Jan-22,2022,7243 Chinquapin Dr,Frisco,TX,75033,"$424,900.00 ",5,2.5,Meadow Hill Estates Ph Seven,2455,6098,3643,2002,20,$173.08 ,33,14727110,33.1709434,-96.8212442
29-Jul-21,Jul-21,2021,9731 Camfield Rd,Frisco,TX,75033,"$225,000.00 ",3,2,Preston Manor,1289,9583,8294,1983,38,$174.55 ,,14626388,33.1571221,-96.8075532
24-May-21,May-21,2021,9170 Williams Pl,Frisco,TX,75033,"$350,000.00 ",3,2,Meadowbrook Add,1782,8712,6930,1975,46,$196.41 ,,14553700,33.1517949,-96.8163761
20-Jan-22,Jan-22,2022,8172 Hillside Dr,Frisco,TX,75033,"$189,900.00 ",3,1,First Instl Crestview,1170,9583,8413,1962,60,$162.31 ,,14734050,33.1513821,-96.813099
18-Mar-22,Mar-22,2022,7477 Veronica Ln,Frisco,TX,75033,"$685,000.00 ",5,4,Meadow Hill Estates Ph Eight,3757,10454,6697,2003,19,$182.33 ,38,14750597,33.1670536,-96.8188151
