SELLDATE,SELLMONTH,SELLYEAR,ADDRESS,CITY,STATE,ZIP, PRICE ,BEDS,BATHS,LOCATION,SQFT,LOTSIZE,YARDSPACE,YEARBUILT,SELLAGE,PRICE/SQFT,HOA/MONTH,MLS#,LATITUDE,LONGITUDE
17-Jan-23,Jan-23,2023,3768 Shady Pines Ct,Frisco,TX,75033,"$889,900.00 ",5,4.5,Northwood Manor,3970,6534,2564,2022,1,$224.16 ,79,20240518,33.1893528,-96.8554316
28-Dec-22,Dec-22,2022,513 Meandering Ln,Frisco,TX,75078,"$930,996.00 ",4,4.5,Estates at Rockhill,3715,10454,6739,2022,0,$250.60 ,54,20038990,33.20972,-96.886986
6-Apr-22,Apr-22,2022,3582 Rustic Oak Dr,Frisco,TX,75033,"$948,175.00 ",5,4.5,Northwood,3353,10890,7537,2021,1,$282.78 ,79,14746798,33.1887331,-96.8570922
7-Feb-22,Feb-22,2022,13850 DUTCH HOLLOW Dr,Frisco,TX,75033,"$475,000.00 ",4,3.5,Grayhawk Sec II Ph II,2775,7362,4587,2006,16,$171.17 ,50,14740433,33.1933071,-96.8749548
11-Mar-22,Mar-22,2022,16138 Creek Plum,Frisco,TX,75033,"$829,900.00 ",5,4.5,Hollyhock,3757,8276,4519,2021,1,$220.89 ,175,14682228,33.2123156,-96.8685865
4-Mar-22,Mar-22,2022,15649 Carnation Rd,Frisco,TX,75033,"$917,755.00 ",5,4.5,Hollyhock,3688,,0,2022,0,$248.85 ,175,14759808,33.20804,-96.86644
23-Nov-21,Nov-21,2021,2528 Horsetail,Frisco,TX,75033,"$794,400.00 ",4,3.5,Hollyhock,3562,8276,4714,2021,0,$223.02 ,175,14701452,33.216705,-96.866807
31-Aug-22,Aug-22,2022,3612 Shady Pines Ct,Frisco,TX,75033,"$1,016,400.00 ",5,4.5,Northwood,3970,10890,6920,2021,1,$256.02 ,79,20056471,33.1892859,-96.8570066
29-Jun-22,Jun-22,2022,3472 Rustic Oak Dr,Frisco,TX,75033,"$959,900.00 ",5,4.5,Northwood,3353,6882,3529,2021,1,$286.28 ,79,20005116,33.1881968,-96.8578064
2-Jun-22,Jun-22,2022,1806 Evening Star Rd,Frisco,TX,75033,"$835,000.00 ",4,4,Hollyhock Ph 1a,3132,7013,3881,2016,6,$266.60 ,175,20029827,33.2155168,-96.8739074
15-Mar-21,Mar-21,2021,1877 Evening Star Rd,Frisco,TX,75033,"$550,000.00 ",4,4,Hollyhock Ph 1a,3153,7013,3860,2017,4,$174.44 ,175,14514669,33.2150112,-96.8731742
22-Sep-22,Sep-22,2022,1894 Coralbead Rd,Frisco,TX,75033,"$699,000.00 ",3,2.5,Hollyhock Ph 1a,2612,11108,8496,2018,4,$267.61 ,175,20170216,33.2164092,-96.8731742
16-Apr-21,Apr-21,2021,1517 Lone Pine Dr,Little Elm,TX,75068,"$320,000.00 ",3,2,Frisco Ranch Phase 4B,1958,5227,3269,2012,9,$163.43 ,42,14526858,33.1955668,-96.8847974
16-May-22,May-22,2022,3560 Rustic Oak Dr,Frisco,TX,75033,"$923,675.00 ",5,4,Northwood,3562,8712,5150,2021,1,$259.31 ,79,14740627,33.1885377,-96.8571498
22-Mar-21,Mar-21,2021,15665 Cherry Blossom,Frisco,TX,75033,"$572,815.00 ",4,3,Hollyhock,2761,,0,2021,0,$207.47 ,700,14528530,33.2082488,-96.8654863
17-Mar-21,Mar-21,2021,15792 Pleat Leaf,Frisco,TX,75033,"$619,444.00 ",5,4.5,Hollyhock,3688,,0,2021,0,$167.96 ,700,14528546,33.2093245,-96.8669735
22-Oct-21,Oct-21,2021,15812 Renner Ln,Frisco,TX,75068,"$647,815.00 ",4,3,Estates at Rockhill,2566,7841,5275,2021,0,$252.46 ,54,14699997,33.209535,-96.883997
15-Mar-22,Mar-22,2022,2299 Mackinac Dr,Frisco,TX,75033,"$629,000.00 ",5,3.5,Grayhawk Sec II Ph III,3777,10019,6242,2005,17,$166.53 ,50,14752148,33.19072,-96.871158
30-Nov-21,Nov-21,2021,15718 Tea Tree Rd,Frisco,TX,75034,"$869,400.00 ",5,4.5,Hollyhock,3757,7841,4084,2021,0,$231.41 ,175,14680431,33.2088112,-96.8687541
29-Mar-21,Mar-21,2021,15643 Cherry Blossom,Frisco,TX,75033,"$761,061.00 ",5,5.5,Hollyhock,4617,,0,2021,0,$164.84 ,700,14528520,33.208028,-96.8655282
30-Aug-22,Aug-22,2022,781 Pentonville Ln,Frisco,TX,75078,"$816,576.00 ",5,5.5,Estates at Rockhill,4123,7841,3718,2021,1,$198.05 ,54,14538676,33.208856,-96.885894
4-Mar-22,Mar-22,2022,15683 Pleat Leaf,Frisco,TX,75033,"$852,296.00 ",4,3.5,Hollyhock,3130,,0,2022,0,$272.30 ,175,14759837,33.2082827,-96.8675716
30-Sep-21,Sep-21,2021,2226 Bristlegrass Rd,Frisco,TX,75033,"$784,400.00 ",5,4.5,Hollyhock,3757,8276,4519,2021,0,$208.78 ,175,14529872,33.210445,-96.869737
3-Aug-22,Aug-22,2022,15688 Renner Ln,Frisco,TX,75078,"$631,300.00 ",4,3,Estates at Rockhill,3798,7841,4043,2021,1,$166.22 ,54,14538670,33.209312,-96.88434
17-Nov-22,Nov-22,2022,561 Meandering Ln,Frisco,TX,75078,"$702,045.00 ",5,4,Estates at Rockhill,4029,7841,3812,2021,1,$174.25 ,54,14538659,33.2096435,-96.8864991
27-Jan-22,Jan-22,2022,16546 Creek Plum Rd,Frisco,TX,75033,"$914,400.00 ",5,4,Hollyhock,4093,8276,4183,2021,1,$223.41 ,175,14727405,33.215138,-96.866332
18-Nov-22,Nov-22,2022,758 Pleasant Point Ln,Frisco,TX,75078,"$700,958.00 ",4,4.5,Estates at Rockhill,3064,7841,4777,2021,1,$228.77 ,54,14538642,33.2081904,-96.8847523
23-Jan-23,Jan-23,2023,3503 Rustic Oak Dr,Frisco,TX,75033,"$789,900.00 ",4,4,Northwood Manor,3155,10890,7735,2022,1,$250.36 ,79,20229869,33.1879408,-96.8571958
30-Sep-21,Sep-21,2021,15699 Thorn Apple Rd,Frisco,TX,75033,"$792,900.00 ",5,4,Hollyhock,4093,8276,4183,2021,0,$193.72 ,175,14529877,33.2085344,-96.8713935
27-May-21,May-21,2021,2452 Horsetail,Frisco,TX,75033,"$659,900.00 ",4,4,Hollyhock,3664,8712,5048,2021,0,$180.10 ,175,14511064,33.2168019,-96.8676438
28-Apr-21,Apr-21,2021,13840 Fall Harvest Dr,Frisco,TX,75033,"$410,000.00 ",4,2,Grayhawk Sec II Ph IV,2222,7667,5445,2006,15,$184.52 ,50,14536636,33.1937655,-96.8729856
6-Jul-22,Jul-22,2022,16584 Trumpet Vine Rd,Frisco,TX,75033,"$900,000.00 ",4,3.5,Hollyhock Ph 1b & 1c,3839,8538,4699,2018,4,$234.44 ,44,20053738,33.2158588,-96.8689007
7-Jul-22,Jul-22,2022,15720 Pleat Leaf Rd,Frisco,TX,75033,"$1,069,990.00 ",5,4.5,Hollyhock Ph 3,3539,10149,6610,2019,3,$302.34 ,175,20068602,33.2086462,-96.8669945
21-Oct-21,Oct-21,2021,2262 Bristlegrass Rd,Frisco,TX,75033,"$809,400.00 ",4,4,Hollyhock,3543,8276,4733,2021,0,$228.45 ,175,14611022,33.2105057,-96.8693196
14-Apr-22,Apr-22,2022,16255 Sedgemoor Dr,Frisco,TX,75033,"$575,000.00 ",4,3.5,Somerset Park,2603,8146,5543,2018,4,$220.90 ,69,20004558,33.212909,-96.879749
29-Jun-22,Jun-22,2022,15796 Gardenia Rd,Frisco,TX,75033,"$1,096,907.00 ",4,4.5,HOLLYHOCK PHASE 5,3686,9583,5897,2021,1,$297.59 ,175,14715945,33.2095346,-96.8639536
18-Mar-22,Mar-22,2022,1090 Frisco Ranch Rd,Frisco,TX,75033,"$599,000.00 ",4,3.5,Glen View,2845,6621,3776,2018,4,$210.54 ,80,14766205,33.1967742,-96.8812612
16-Nov-21,Nov-21,2021,16528 Creek Plum Rd,Frisco,TX,75033,"$795,000.00 ",4,3.5,Hollyhock Ph 2,3562,8494,4932,2021,0,$223.19 ,175,14686009,33.215035,-96.86652
22-Jun-21,Jun-21,2021,14756 Speargrass Dr,Frisco,TX,75033,"$463,501.00 ",4,2.5,Glen View,2622,9583,6961,2020,1,$176.77 ,80,14487899,33.2010175,-96.8768312
8-Apr-21,Apr-21,2021,2170 Hunt Club Trl,Frisco,TX,75033,"$405,000.00 ",4,3.5,Grayhawk Sec II Ph IV,3050,6011,2961,2009,12,$132.79 ,50,14543295,33.1963806,-96.8723152
23-May-21,May-21,2021,1434 Gray Fox Ln,Frisco,TX,75033,"$518,281.00 ",5,3.5,Glen View,3218,9583,6365,2021,0,$161.06 ,80,14499725,33.1996004,-96.8780974
14-Apr-21,Apr-21,2021,1090 Frisco Ranch Rd,Frisco,TX,75033,"$489,900.00 ",4,3.5,Glen View,2845,6621,3776,2018,3,$172.20 ,80,14540361,33.1967742,-96.8812612
12-Jul-21,Jul-21,2021,1505 Lone Pine Dr,Little Elm,TX,75068,"$274,500.00 ",3,2,Frisco Ranch Ph 4a,1262,5227,3965,2011,10,$217.51 ,42,14595471,33.195939,-96.8846313
2-Apr-21,Apr-21,2021,1170 Shortgrass Ln,Frisco,TX,75033,"$449,900.00 ",4,3,Glen View,2516,8146,5630,2019,2,$178.82 ,80,14517965,33.1977529,-96.8802972
27-May-22,May-22,2022,14628 Little Anne,Little Elm,TX,75068,"$579,999.00 ",6,3,FRISCO RANCH PH 1A,2829,8712,5883,2005,17,$205.02 ,33,20045523,33.2022515,-96.8846762
24-May-21,May-21,2021,3918 Fairbanks Dr,Frisco,TX,75033,"$825,000.00 ",3,3.5,Newman Village Ph 4,3478,8451,4973,2018,3,$237.21 ,174,14516825,33.188547,-96.8539039
8-Apr-22,Apr-22,2022,2200 Savannah Oak Rd,Frisco,TX,75033,"$690,000.00 ",4,3.5,Hollyhock Ph 1b & 1c,2990,8756,5766,2019,3,$230.77 ,175,20002160,33.2168104,-96.8704717
12-Jul-21,Jul-21,2021,16372 Lorna Doone Ln,Frisco,TX,75033,"$815,000.00 ",5,4.5,Somerset Park,4147,8146,3999,2019,2,$196.53 ,69,14601942,33.213803,-96.87556
30-Jun-21,Jun-21,2021,1268 Coneflower Dr,Frisco,TX,75033,"$525,000.00 ",4,2.5,Glen View,2702,7841,5139,2018,3,$194.30 ,80,14594390,33.2015938,-96.8791868
3-Oct-22,Oct-22,2022,16693 Sweetgum Rd,Frisco,TX,75033,"$1,100,000.00 ",4,3.5,Hollyhock Ph 1b & 1c,3405,12720,9315,2018,4,$323.05 ,175,20146582,33.216582,-96.872022
6-Aug-21,Aug-21,2021,2232 Stuttgart Dr,Frisco,TX,75033,"$355,000.00 ",3,2,Grayhawk Ph Viii,1796,6055,4259,2004,17,$197.66 ,100,14621096,33.1900286,-96.8718125
5-Apr-21,Apr-21,2021,2208 Sturgis Dr,Frisco,TX,75033,"$469,900.00 ",5,3.5,Grayhawk Sec II Ph IV,3846,9540,5694,2006,15,$122.18 ,42,14522037,33.1955344,-96.8718125
18-May-22,May-22,2022,15768 Gardenia Rd,Frisco,TX,75033,"$1,275,641.00 ",5,5,Hollyhock,4059,9583,5524,2021,1,$314.27 ,175,14580563,33.2092795,-96.8638285
20-Apr-22,Apr-22,2022,13598 Valley Mills Dr,Frisco,TX,75033,"$450,000.00 ",5,2.5,Grayhawk Sec II Ph III,2654,6098,3444,2005,17,$169.56 ,50,20003746,33.191503,-96.8704939
15-Sep-21,Sep-21,2021,13373 Duesenberg Dr,Frisco,TX,75033,"$350,000.00 ",3,2,Grayhawk Ph Viii,1955,6098,4143,2003,18,$179.03 ,50,14645862,33.189615,-96.872399
22-Jul-22,Jul-22,2022,1335 Gordon Heights Ln,Frisco,TX,75033,"$1,099,000.00 ",5,4,Somerset,4105,8102,3997,2018,4,$267.72 ,69,14764344,33.213911,-96.878772
23-Jul-21,Jul-21,2021,2544 Horsetail,Frisco,TX,75033,"$745,400.00 ",5,4,Hollyhock,4093,10019,5926,2020,1,$182.12 ,175,14515231,33.2167747,-96.8665546
11-Mar-22,Mar-22,2022,1822 Snapdragon Rd,Frisco,TX,75033,"$875,000.00 ",5,5,Hollyhock Ph 1a,3859,9670,5811,2017,5,$226.74 ,175,14741851,33.2135532,-96.8738655
18-Oct-21,Oct-21,2021,2238 Snapdragon Rd,Frisco,TX,75033,"$774,500.00 ",4,3.5,Hollyhock Ph 1b & 1c,3508,6665,3157,2019,2,$220.78 ,175,14670187,33.2137248,-96.869571
25-Jun-21,Jun-21,2021,14532 Richmond Cir,Little Elm,TX,75068,"$429,000.00 ",5,3,Frisco Ranch Ph 1a,3668,12981,9313,2005,16,$116.96 ,42,14585470,33.202703,-96.8828324
28-May-21,May-21,2021,3499 Cedar Cottage Cir,Frisco,TX,75034,"$939,900.00 ",4,4.5,Northwood Manor,3875,8276,4401,2021,0,$242.55 ,79,14539215,33.1887073,-96.8577365
6-Dec-21,Dec-21,2021,1978 Menominee Dr,Frisco,TX,75033,"$575,900.00 ",5,4,GRAYHAWK SECTION II PH VI,3655,7405,3750,2014,7,$157.56 ,50,14701971,33.197383,-96.873976
24-Nov-21,Nov-21,2021,2532 Flower Petal Rd,Frisco,TX,75033,"$789,500.00 ",5,4.5,Hollyhock Ph 3,3588,10237,6649,2020,1,$220.04 ,175,14695102,33.212522,-96.866166
22-Sep-21,Sep-21,2021,14813 Speargrass Dr,Frisco,TX,75033,"$476,619.00 ",3,2.5,Glen View,2434,11761,9327,2021,0,$195.82 ,80,14519192,33.2018052,-96.8777099
16-Oct-21,Oct-21,2021,15688 Tea Tree Rd,Frisco,TX,75033,"$693,072.00 ",5,4,Hollyhock,3470,7405,3935,2020,1,$199.73 ,175,14643144,33.2083306,-96.8687541
7-Mar-22,Mar-22,2022,1744 Tumblegrass Rd,Frisco,TX,75033,"$725,000.00 ",4,3.5,Hollyhock Ph 1a,3146,6970,3824,2016,6,$230.45 ,175,14754568,33.2146015,-96.8742635
18-Mar-21,Mar-21,2021,13859 Mill Town Dr,Frisco,TX,75033,"$425,000.00 ",4,2.5,Grayhawk Sec II Ph III,3175,6098,2923,2009,12,$133.86 ,50,14519495,33.193405,-96.870261
6-Jul-21,Jul-21,2021,13719 Fall Harvest Dr,Frisco,TX,75033,"$450,000.00 ",5,3,Grayhawk Sec II Ph III,3291,7405,4114,2007,14,$136.74 ,50,14571112,33.1924706,-96.8730904
23-Sep-22,Sep-22,2022,14505 Crystal Lake Dr,Little Elm,TX,75068,"$474,900.00 ",5,2.5,Frisco Ranch Ph 1a,3067,5619,2552,2003,19,$154.84 ,44,20144224,33.2000354,-96.8828743
8-Apr-22,Apr-22,2022,14601 Frisco Ranch Dr,Little Elm,TX,75068,"$340,000.00 ",3,2,Frisco Ranch Ph 2a,1790,7841,6051,2005,17,$189.94 ,44,20003986,33.1970682,-96.8843828
24-Sep-21,Sep-21,2021,2037 Menominee Dr,Frisco,TX,75033,"$599,900.00 ",5,4,Grayhawk Sec II Ph Vii,3966,8276,4310,2016,5,$151.26 ,50,14654628,33.1978269,-96.8730275
14-Jun-21,Jun-21,2021,14610 Riverside Dr,Little Elm,TX,75068,"$399,900.00 ",4,2.5,Frisco Ranch Ph 2a,2622,7623,5001,2011,10,$152.52 ,42,14557324,33.1983562,-96.8840057
14-May-21,May-21,2021,2408 Horsetail Rd,Frisco,TX,75033,"$761,900.00 ",4,3.5,Hollyhock,3562,10629,7067,2020,1,$213.90 ,175,14511071,33.2167788,-96.8680628
4-May-22,May-22,2022,13648 Dutch Hollow Dr,Frisco,TX,75033,"$700,000.00 ",5,4,Grayhawk Sec II Ph II,4358,11064,6706,2006,16,$160.62 ,50,20006351,33.1921045,-96.8745778
27-Aug-21,Aug-21,2021,2028 Menominee Dr,Frisco,TX,75033,"$530,000.00 ",5,4.5,Grayhawk Sec II Ph Vii,3413,7405,3992,2016,5,$155.29 ,50,14621618,33.1979256,-96.8736141
10-Aug-21,Aug-21,2021,16226 Moonseed Rd,Frisco,TX,75033,"$850,000.00 ",4,4,Hollyhock Ph 1a,3927,8756,4829,2017,4,$216.45 ,175,14622012,33.2128031,-96.8751853
28-May-21,May-21,2021,3010 Izabella Ct,Frisco,TX,75033,"$639,900.00 ",5,4,Christie Ranch Ph 2c,3891,9845,5954,2015,6,$164.46 ,50,14566245,33.189434,-96.862373
13-Jul-21,Jul-21,2021,14516 Richmond Cir,Little Elm,TX,75068,"$375,000.00 ",4,2.5,Frisco Ranch Ph 1a,2868,5793,2925,2004,17,$130.75 ,42,14594642,33.2029195,-96.8820781
8-Jun-22,Jun-22,2022,14632 Crystal Lake Dr,Little Elm,TX,75068,"$485,000.00 ",3,3,Frisco Ranch Ph 2b,2374,6316,3942,2007,15,$204.30 ,46,20054522,33.2016143,-96.8851371
8-Sep-21,Sep-21,2021,13692 Fall Harvest Dr,Frisco,TX,75033,"$395,000.00 ",3,2,Grayhawk Sec II Ph III,2235,7405,5170,2007,14,$176.73 ,50,14650654,33.192273,-96.872534
21-Jun-22,Jun-22,2022,1365 Patch Grove Dr,Frisco,TX,75034,"$749,999.00 ",7,3.5,Grayhawk Sec 02 Ph 01,4250,7841,3591,2007,15,$176.47 ,50,20057022,33.1936137,-96.8792916
20-Jul-21,Jul-21,2021,14509 Logan Springs Dr,Little Elm,TX,75068,"$335,000.00 ",3,2,Frisco Ranch Ph 1a,1879,6970,5091,2004,17,$178.29 ,42,14605914,33.2032854,-96.8813867
14-Jul-21,Jul-21,2021,905 Lone Pine Dr,Little Elm,TX,75068,"$290,000.00 ",3,2,Frisco Ranch Ph 1a,1879,5576,3697,2004,17,$154.34 ,42,14589660,33.2010685,-96.8815753
21-Mar-22,Mar-22,2022,14624 Little Anne Dr,Little Elm,TX,75068,"$425,000.00 ",3,2,Frisco Ranch Ph 1a,1809,5576,3767,2004,18,$234.94 ,42,14759187,33.202168,-96.884535
7-Apr-21,Apr-21,2021,14720 Little Anne Dr,Little Elm,TX,75068,"$296,000.00 ",3,2,Frisco Ranch Ph 2b,1845,5314,3469,2008,13,$160.43 ,43,14522631,33.202766,-96.885724
28-May-21,May-21,2021,13928 Fall Harvest Dr,Frisco,TX,75033,"$439,900.00 ",4,2.5,Grayhawk Sec II Ph IV,3012,7667,4655,2006,15,$146.05 ,50,14576825,33.19457,-96.873412
21-Oct-22,Oct-22,2022,14249 Fall Harvest Dr,Frisco,TX,75033,"$739,000.00 ",5,4.5,Grayhawk Sec II Ph VI,3673,8233,4560,2011,11,$201.20 ,50,20163225,33.1960208,-96.8752691
17-Sep-21,Sep-21,2021,1741 Snapdragon Rd,Frisco,TX,75033,"$899,900.00 ",4,3.5,Hollyhock Ph 1a,3473,9801,6328,2016,5,$259.11 ,175,14626511,33.213095,-96.87433
30-Jun-21,Jun-21,2021,16179 Beargrass Rd,Frisco,TX,75033,"$874,500.00 ",4,3.5,Hollyhock Ph 1b & 1c,3388,9627,6239,2017,4,$258.12 ,175,14593652,33.2122089,-96.8713097
16-Apr-21,Apr-21,2021,1726 Coralbead Rd,Frisco,TX,75033,"$629,500.00 ",4,3.5,Hollyhock Ph 1a,3473,9365,5892,2018,3,$181.26 ,175,14532864,33.2164132,-96.8746825
5-Nov-21,Nov-21,2021,39 Painted Rock Ct,Frisco,TX,75033,"$519,999.00 ",5,3.5,Grayhawk Sec II Ph III,3507,7405,3898,2005,16,$148.27 ,50,14680138,33.1929595,-96.8689845
18-Mar-22,Mar-22,2022,1516 Bedstraw Ln,Frisco,TX,75033,"$600,000.00 ",4,3,Glen View,3028,6621,3593,2020,2,$198.15 ,80,14703611,33.1967101,-96.8770289
15-Jul-21,Jul-21,2021,14694 Speargrass Dr,Frisco,TX,75033,"$612,500.00 ",4,3,Glen View,3442,9627,6185,2020,1,$177.95 ,80,14580094,33.2003897,-96.8768613
31-Aug-21,Aug-21,2021,14605 Logan Springs Dr,Little Elm,TX,75068,"$325,000.00 ",3,2,Frisco Ranch Ph 1a,1824,5793,3969,2004,17,$178.18 ,42,14613764,33.2032779,-96.8827067
21-Nov-22,Nov-22,2022,1316 Coneflower Dr,Frisco,TX,75033,"$579,960.00 ",3,2.5,Glen View,2148,6621,4473,2019,3,$270.00 ,80,20184572,33.2013364,-96.8787049
28-Jan-22,Jan-22,2022,15696 Pleat Leaf Rd,Frisco,TX,75033,"$949,990.00 ",4,4,Hollyhock Ph 3,4059,10149,6090,2019,3,$234.05 ,175,14687092,33.2084507,-96.8669735
5-Apr-22,Apr-22,2022,2122 Olive Branch Rd,Frisco,TX,75033,"$675,000.00 ",4,3,Hollyhock Ph 4,2899,7362,4463,2019,3,$232.84 ,175,20004532,33.2088243,-96.8708907
5-May-22,May-22,2022,14640 Logan Springs Dr,Little Elm,TX,75068,"$415,000.00 ",4,2,Frisco Ranch PH 1A,2135,10367,8232,2003,19,$194.38 ,42,20030072,33.2035003,-96.8842152
2-Aug-21,Aug-21,2021,2405 Merrimac Dr,Frisco,TX,75033,"$500,000.00 ",5,3,Grayhawk Sec II Ph IV,3535,6839,3304,2006,15,$141.44 ,50,14611380,33.1937182,-96.8698852
15-Jun-22,Jun-22,2022,14513 Crystal Lake Dr,Little Elm,TX,75068,"$425,000.00 ",3,2,Frisco Ranch Ph 1a,1879,5663,3784,2004,18,$226.18 ,44,20057872,33.2001479,-96.8832095
29-Mar-21,Mar-21,2021,13959 Stevens Point Dr,Frisco,TX,75033,"$330,000.00 ",3,2,Grayhawk Sec II Ph IV,1867,7623,5756,2006,15,$176.75 ,50,14530654,33.1946394,-96.8729856
22-Mar-21,Mar-21,2021,16615 Lupine Rd,Frisco,TX,75033,"$680,000.00 ",5,4,Hollyhock Ph 2,3513,6665,3152,2020,1,$193.57 ,175,14522813,33.2159191,-96.8674134
3-May-21,May-21,2021,16405 Prairie Oak Rd,Frisco,TX,75033,"$669,000.00 ",4,3.5,Hollyhock Ph 1a,3005,13286,10281,2018,3,$222.63 ,175,14529172,33.2143552,-96.8751643
14-Jan-22,Jan-22,2022,2336 Snapdragon Rd,Frisco,TX,75033,"$869,900.00 ",5,5,Hollyhock Ph 1b & 1c,3811,7492,3681,2019,3,$228.26 ,175,14715447,33.2136998,-96.8688378
12-May-21,May-21,2021,14608 Crystal Lake Dr,Little Elm,TX,75068,"$309,000.00 ",3,2,Frisco Ranch Ph 2b,1949,5401,3452,2007,14,$158.54 ,43,14546262,33.2012053,-96.8842362
28-Apr-21,Apr-21,2021,2397 Mackinac Dr,Frisco,TX,75033,"$509,900.00 ",4,3,Grayhawk,3484,7841,4357,2007,14,$146.35 ,42,14531467,33.190405,-96.869831
20-Apr-22,Apr-22,2022,14612 Crystal Lake Dr,Little Elm,TX,75068,"$430,000.00 ",4,2,Frisco Ranch Ph 2b,2162,5401,3239,2008,14,$198.89 ,42,20003915,33.2012628,-96.8843828
25-Aug-21,Aug-21,2021,14724 Little Anne Dr,Little Elm,TX,75068,"$339,200.00 ",3,2,FRISCO RANCH PH 2B,1844,5358,3514,2005,16,$183.95 ,42,14636661,33.2028396,-96.8858915
17-Dec-21,Dec-21,2021,2247 Sturgis Dr,Frisco,TX,75033,"$575,000.00 ",4,3.5,Grayhawk Sec II Ph IV,3419,6403,2984,2013,8,$168.18 ,50,14708351,33.195585,-96.871086
8-Aug-22,Aug-22,2022,2299 Beebrush Rd,Frisco,TX,75033,"$975,000.00 ",4,3.5,Hollyhock Ph 1b & 1c,3616,13460,9844,2017,5,$269.63 ,175,20068826,33.211421,-96.8689635
4-Jun-21,Jun-21,2021,1755 Peppervine Rd,Frisco,TX,75033,"$800,000.00 ",4,3.5,Hollyhock Ph 1a,4305,9714,5409,2018,3,$185.83 ,160,14569526,33.2113479,-96.8742426
12-Mar-21,Mar-21,2021,14613 Riverside Dr,Little Elm,TX,75068,"$310,000.00 ",4,2,Frisco Ranch Ph 2a,2023,6316,4293,2011,10,$153.24 ,42,14506371,33.1981996,-96.8844667
19-Apr-21,Apr-21,2021,1745 Evening Star Rd,Frisco,TX,75033,"$625,000.00 ",4,4.5,Hollyhock Ph 1a,3412,7013,3601,2017,4,$183.18 ,175,14541118,33.214983,-96.874241
7-Jun-21,Jun-21,2021,14509 Eaglemont Dr,Little Elm,TX,75068,"$365,000.00 ",5,2.5,Frisco Ranch Ph 1a,3067,5489,2422,2004,17,$119.01 ,42,14562217,33.2013786,-96.8822876
13-Sep-22,Sep-22,2022,14536 Crystal Lake Dr,Little Elm,TX,75068,"$430,000.00 ",3,2,Frisco Ranch Ph 1a,1879,5401,3522,2004,18,$228.85 ,43,20141891,33.200981,-96.883823
31-Aug-21,Aug-21,2021,1320 Dulverton Dr,Frisco,TX,75033,"$568,000.00 ",4,2.5,Somerset Park,2603,8146,5543,2019,2,$218.21 ,69,14624810,33.21357,-96.878991
3-May-21,May-21,2021,16619 Nightshade Rd,Frisco,TX,75033,"$575,000.00 ",4,3,Hollyhock Ph 2,2944,11631,8687,2020,1,$195.31 ,175,14518156,33.21558,-96.866222
21-Jun-21,Jun-21,2021,13981 Fall Harvest Dr,Frisco,TX,75033,"$365,000.00 ",4,2,Grayhawk Sec II Ph IV,2133,7362,5229,2006,15,$171.12 ,50,14583684,33.1947034,-96.8742007
24-Nov-21,Nov-21,2021,13347 Spruce Wood Trl,Frisco,TX,75034,"$1,114,900.00 ",5,5.5,Northwood Manor,4251,9975,5724,2021,0,$262.27 ,79,14623983,33.1886448,-96.8597009
15-Jun-22,Jun-22,2022,3583 Rustic Oak Dr,Frisco,TX,75033,"$999,900.00 ",4,3,Northwood,3257,10454,7197,2021,1,$307.00 ,79,20032749,33.1884706,-96.8564777
1-Nov-22,Nov-22,2022,3664 Shady Pines Ct,Frisco,TX,75033,"$1,027,400.00 ",5,4.5,Northwood,3970,6970,3000,2022,0,$258.79 ,79,20064438,33.1893554,-96.8565154
29-Nov-21,Nov-21,2021,13646 Badger Creek Dr,Frisco,TX,75033,"$498,900.00 ",5,3.5,Grayhawk Sec II Ph III,3541,9583,6042,2005,16,$140.89 ,50,14698332,33.1919185,-96.8735931
27-Dec-22,Dec-22,2022,14633 Riverside Dr,Little Elm,TX,75068,"$400,000.00 ",4,3.5,Frisco Ranch Ph 2a,3138,6360,3222,2008,14,$127.47 ,44,20200600,33.1988225,-96.8850533
28-Apr-22,Apr-22,2022,2127 Mackinac Dr,Frisco,TX,75033,"$559,900.00 ",4,2.5,Grayhawk Sec II Ph III,2894,9148,6254,2007,15,$193.47 ,50,20022257,33.1911966,-96.872818
19-May-22,May-22,2022,13907 Mill Town Dr,Frisco,TX,75033,"$599,000.00 ",5,3,Grayhawk Sec II Ph IV,3495,7275,3780,2006,16,$171.39 ,50,20041317,33.1939917,-96.8704718
21-Oct-21,Oct-21,2021,14529 Crystal Lake Dr,Little Elm,TX,75068,"$349,000.00 ",5,2,Frisco Ranch Ph 1a,2055,5663,3608,2003,18,$169.83 ,42,14660554,33.2004467,-96.8837333
8-Dec-21,Dec-21,2021,14629 Eaglemont Dr,Little Elm,TX,75068,"$375,000.00 ",3,2.5,Frisco Ranch,2531,6098,3567,2003,18,$148.16 ,42,14701791,33.2025022,-96.8844876
22-Mar-21,Mar-21,2021,14541 Little Anne Dr,Little Elm,TX,75068,"$285,000.00 ",3,2,Frisco Ranch Ph 1a,1758,5314,3556,2003,18,$162.12 ,36,14521949,33.2012952,-96.8837962
30-Dec-21,Dec-21,2021,16390 Creek Plum Rd,Frisco,TX,75033,"$812,900.00 ",4,3.5,Hollyhock,3562,8712,5150,2021,0,$228.21 ,175,14604920,33.214185,-96.867593
20-Dec-21,Dec-21,2021,16362 Radstock Rd,Frisco,TX,75033,"$799,000.00 ",4,4.5,Somerset Park,4012,8146,4134,2018,3,$199.15 ,63,14714219,33.213808,-96.877594
