SOLD_MONTH,PROPERTYTYPE,ADDRESS,CITY,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUAREFEET,LOTSIZE,YEARBUILT,Price_per_sqrt,HOA_MONTH,MLS,LATITUDE,LONGITUDE
12/1/2022,Single Family Residential,513 Meandering Ln,Frisco,75078,930996,4,4.5,Estates at Rockhill,3715,10454,2022,251,54,20038990,33.20972,-96.886986
4/1/2022,Single Family Residential,3582 Rustic Oak Dr,Frisco,75033,948175,5,4.5,Northwood,3353,10890,2021,283,79,14746798,33.1887331,-96.8570922
2/1/2022,Single Family Residential,13850 DUTCH HOLLOW Dr,Frisco,75033,475000,4,3.5,Grayhawk Sec II Ph II,2775,7362,2006,171,50,14740433,33.1933071,-96.8749548
3/1/2022,Single Family Residential,16138 Creek Plum,Frisco,75033,829900,5,4.5,Hollyhock,3757,8276,2021,221,175,14682228,33.2123156,-96.8685865
3/1/2022,Single Family Residential,15649 Carnation Rd,Frisco,75033,917755,5,4.5,Hollyhock,3688,,2022,249,175,14759808,33.20804,-96.86644
11/1/2021,Single Family Residential,2528 Horsetail,Frisco,75033,794400,4,3.5,Hollyhock,3562,8276,2021,223,175,14701452,33.216705,-96.866807
8/1/2022,Single Family Residential,3612 Shady Pines Ct,Frisco,75033,1016400,5,4.5,Northwood,3970,10890,2021,256,79,20056471,33.1892859,-96.8570066
6/1/2022,Single Family Residential,3472 Rustic Oak Dr,Frisco,75033,959900,5,4.5,Northwood,3353,6882,2021,286,79,20005116,33.1881968,-96.8578064
6/1/2022,Single Family Residential,1806 Evening Star Rd,Frisco,75033,835000,4,4,Hollyhock Ph 1a,3132,7013,2016,267,175,20029827,33.2155168,-96.8739074
3/1/2021,Single Family Residential,1877 Evening Star Rd,Frisco,75033,550000,4,4,Hollyhock Ph 1a,3153,7013,2017,174,175,14514669,33.2150112,-96.8731742
9/1/2022,Single Family Residential,1894 Coralbead Rd,Frisco,75033,699000,3,2.5,Hollyhock Ph 1a,2612,11108,2018,268,175,20170216,33.2164092,-96.8731742
4/1/2021,Single Family Residential,1517 Lone Pine Dr,Little Elm,75068,320000,3,2,Frisco Ranch Phase 4B,1958,5227,2012,163,42,14526858,33.1955668,-96.8847974
5/1/2022,Single Family Residential,3560 Rustic Oak Dr,Frisco,75033,923675,5,4,Northwood,3562,8712,2021,259,79,14740627,33.1885377,-96.8571498
3/1/2021,Single Family Residential,15665 Cherry Blossom,Frisco,75033,572815,4,3,Hollyhock,2761,,2021,207,700,14528530,33.2082488,-96.8654863
3/1/2021,Single Family Residential,15792 Pleat Leaf,Frisco,75033,619444,5,4.5,Hollyhock,3688,,2021,168,700,14528546,33.2093245,-96.8669735
10/1/2021,Single Family Residential,15812 Renner Ln,Frisco,75068,647815,4,3,Estates at Rockhill,2566,7841,2021,252,54,14699997,33.209535,-96.883997
3/1/2022,Single Family Residential,2299 Mackinac Dr,Frisco,75033,629000,5,3.5,Grayhawk Sec II Ph III,3777,10019,2005,167,50,14752148,33.19072,-96.871158
11/1/2021,Single Family Residential,15718 Tea Tree Rd,Frisco,75034,869400,5,4.5,Hollyhock,3757,7841,2021,231,175,14680431,33.2088112,-96.8687541
3/1/2021,Single Family Residential,15643 Cherry Blossom,Frisco,75033,761061,5,5.5,Hollyhock,4617,,2021,165,700,14528520,33.208028,-96.8655282
8/1/2022,Single Family Residential,781 Pentonville Ln,Frisco,75078,816576,5,5.5,Estates at Rockhill,4123,7841,2021,198,54,14538676,33.208856,-96.885894
3/1/2022,Single Family Residential,15683 Pleat Leaf,Frisco,75033,852296,4,3.5,Hollyhock,3130,,2022,272,175,14759837,33.2082827,-96.8675716
9/1/2021,Single Family Residential,2226 Bristlegrass Rd,Frisco,75033,784400,5,4.5,Hollyhock,3757,8276,2021,209,175,14529872,33.210445,-96.869737
8/1/2022,Single Family Residential,15688 Renner Ln,Frisco,75078,631300,4,3,Estates at Rockhill,3798,7841,2021,166,54,14538670,33.209312,-96.88434
11/1/2022,Single Family Residential,561 Meandering Ln,Frisco,75078,702045,5,4,Estates at Rockhill,4029,7841,2021,174,54,14538659,33.2096435,-96.8864991
1/1/2022,Single Family Residential,16546 Creek Plum Rd,Frisco,75033,914400,5,4,Hollyhock,4093,8276,2021,223,175,14727405,33.215138,-96.866332
11/1/2022,Single Family Residential,758 Pleasant Point Ln,Frisco,75078,700958,4,4.5,Estates at Rockhill,3064,7841,2021,229,54,14538642,33.2081904,-96.8847523
9/1/2021,Single Family Residential,15699 Thorn Apple Rd,Frisco,75033,792900,5,4,Hollyhock,4093,8276,2021,194,175,14529877,33.2085344,-96.8713935
5/1/2021,Single Family Residential,2452 Horsetail,Frisco,75033,659900,4,4,Hollyhock,3664,8712,2021,180,175,14511064,33.2168019,-96.8676438
4/1/2021,Single Family Residential,13840 Fall Harvest Dr,Frisco,75033,410000,4,2,Grayhawk Sec II Ph IV,2222,7667,2006,185,50,14536636,33.1937655,-96.8729856
7/1/2022,Single Family Residential,16584 Trumpet Vine Rd,Frisco,75033,900000,4,3.5,Hollyhock Ph 1b & 1c,3839,8538,2018,234,44,20053738,33.2158588,-96.8689007
7/1/2022,Single Family Residential,15720 Pleat Leaf Rd,Frisco,75033,1069990,5,4.5,Hollyhock Ph 3,3539,10149,2019,302,175,20068602,33.2086462,-96.8669945
10/1/2021,Single Family Residential,2262 Bristlegrass Rd,Frisco,75033,809400,4,4,Hollyhock,3543,8276,2021,228,175,14611022,33.2105057,-96.8693196
4/1/2022,Single Family Residential,16255 Sedgemoor Dr,Frisco,75033,575000,4,3.5,Somerset Park,2603,8146,2018,221,69,20004558,33.212909,-96.879749
6/1/2022,Single Family Residential,15796 Gardenia Rd,Frisco,75033,1096907,4,4.5,HOLLYHOCK PHASE 5,3686,9583,2021,298,175,14715945,33.2095346,-96.8639536
3/1/2022,Single Family Residential,1090 Frisco Ranch Rd,Frisco,75033,599000,4,3.5,Glen View,2845,6621,2018,211,80,14766205,33.1967742,-96.8812612
11/1/2021,Single Family Residential,16528 Creek Plum Rd,Frisco,75033,795000,4,3.5,Hollyhock Ph 2,3562,8494,2021,223,175,14686009,33.215035,-96.86652
6/1/2021,Single Family Residential,14756 Speargrass Dr,Frisco,75033,463501,4,2.5,Glen View,2622,9583,2020,177,80,14487899,33.2010175,-96.8768312
4/1/2021,Single Family Residential,2170 Hunt Club Trl,Frisco,75033,405000,4,3.5,Grayhawk Sec II Ph IV,3050,6011,2009,133,50,14543295,33.1963806,-96.8723152
5/1/2021,Single Family Residential,1434 Gray Fox Ln,Frisco,75033,518281,5,3.5,Glen View,3218,9583,2021,161,80,14499725,33.1996004,-96.8780974
4/1/2021,Single Family Residential,1090 Frisco Ranch Rd,Frisco,75033,489900,4,3.5,Glen View,2845,6621,2018,172,80,14540361,33.1967742,-96.8812612
7/1/2021,Single Family Residential,1505 Lone Pine Dr,Little Elm,75068,274500,3,2,Frisco Ranch Ph 4a,1262,5227,2011,218,42,14595471,33.195939,-96.8846313
4/1/2021,Single Family Residential,1170 Shortgrass Ln,Frisco,75033,449900,4,3,Glen View,2516,8146,2019,179,80,14517965,33.1977529,-96.8802972
5/1/2022,Single Family Residential,14628 Little Anne,Little Elm,75068,579999,6,3,FRISCO RANCH PH 1A,2829,8712,2005,205,33,20045523,33.2022515,-96.8846762
5/1/2021,Single Family Residential,3918 Fairbanks Dr,Frisco,75033,825000,3,3.5,Newman Village Ph 4,3478,8451,2018,237,174,14516825,33.188547,-96.8539039
4/1/2022,Single Family Residential,2200 Savannah Oak Rd,Frisco,75033,690000,4,3.5,Hollyhock Ph 1b & 1c,2990,8756,2019,231,175,20002160,33.2168104,-96.8704717
7/1/2021,Single Family Residential,16372 Lorna Doone Ln,Frisco,75033,815000,5,4.5,Somerset Park,4147,8146,2019,197,69,14601942,33.213803,-96.87556
6/1/2021,Single Family Residential,1268 Coneflower Dr,Frisco,75033,525000,4,2.5,Glen View,2702,7841,2018,194,80,14594390,33.2015938,-96.8791868
10/1/2022,Single Family Residential,16693 Sweetgum Rd,Frisco,75033,1100000,4,3.5,Hollyhock Ph 1b & 1c,3405,12720,2018,323,175,20146582,33.216582,-96.872022
8/1/2021,Single Family Residential,2232 Stuttgart Dr,Frisco,75033,355000,3,2,Grayhawk Ph Viii,1796,6055,2004,198,100,14621096,33.1900286,-96.8718125
4/1/2021,Single Family Residential,2208 Sturgis Dr,Frisco,75033,469900,5,3.5,Grayhawk Sec II Ph IV,3846,9540,2006,122,42,14522037,33.1955344,-96.8718125
5/1/2022,Single Family Residential,15768 Gardenia Rd,Frisco,75033,1275641,5,5,Hollyhock,4059,9583,2021,314,175,14580563,33.2092795,-96.8638285
4/1/2022,Single Family Residential,13598 Valley Mills Dr,Frisco,75033,450000,5,2.5,Grayhawk Sec II Ph III,2654,6098,2005,170,50,20003746,33.191503,-96.8704939
9/1/2021,Single Family Residential,13373 Duesenberg Dr,Frisco,75033,350000,3,2,Grayhawk Ph Viii,1955,6098,2003,179,50,14645862,33.189615,-96.872399
7/1/2022,Single Family Residential,1335 Gordon Heights Ln,Frisco,75033,1099000,5,4,Somerset,4105,8102,2018,268,69,14764344,33.213911,-96.878772
7/1/2021,Single Family Residential,2544 Horsetail,Frisco,75033,745400,5,4,Hollyhock,4093,10019,2020,182,175,14515231,33.2167747,-96.8665546
3/1/2022,Single Family Residential,1822 Snapdragon Rd,Frisco,75033,875000,5,5,Hollyhock Ph 1a,3859,9670,2017,227,175,14741851,33.2135532,-96.8738655
10/1/2021,Single Family Residential,2238 Snapdragon Rd,Frisco,75033,774500,4,3.5,Hollyhock Ph 1b & 1c,3508,6665,2019,221,175,14670187,33.2137248,-96.869571
6/1/2021,Single Family Residential,14532 Richmond Cir,Little Elm,75068,429000,5,3,Frisco Ranch Ph 1a,3668,12981,2005,117,42,14585470,33.202703,-96.8828324
5/1/2021,Single Family Residential,3499 Cedar Cottage Cir,Frisco,75034,939900,4,4.5,Northwood Manor,3875,8276,2021,243,79,14539215,33.1887073,-96.8577365
12/1/2021,Single Family Residential,1978 Menominee Dr,Frisco,75033,575900,5,4,GRAYHAWK SECTION II PH VI,3655,7405,2014,158,50,14701971,33.197383,-96.873976
11/1/2021,Single Family Residential,2532 Flower Petal Rd,Frisco,75033,789500,5,4.5,Hollyhock Ph 3,3588,10237,2020,220,175,14695102,33.212522,-96.866166
9/1/2021,Single Family Residential,14813 Speargrass Dr,Frisco,75033,476619,3,2.5,Glen View,2434,11761,2021,196,80,14519192,33.2018052,-96.8777099
10/1/2021,Single Family Residential,15688 Tea Tree Rd,Frisco,75033,693072,5,4,Hollyhock,3470,7405,2020,200,175,14643144,33.2083306,-96.8687541
3/1/2022,Single Family Residential,1744 Tumblegrass Rd,Frisco,75033,725000,4,3.5,Hollyhock Ph 1a,3146,6970,2016,230,175,14754568,33.2146015,-96.8742635
3/1/2021,Single Family Residential,13859 Mill Town Dr,Frisco,75033,425000,4,2.5,Grayhawk Sec II Ph III,3175,6098,2009,134,50,14519495,33.193405,-96.870261
7/1/2021,Single Family Residential,13719 Fall Harvest Dr,Frisco,75033,450000,5,3,Grayhawk Sec II Ph III,3291,7405,2007,137,50,14571112,33.1924706,-96.8730904
9/1/2022,Single Family Residential,14505 Crystal Lake Dr,Little Elm,75068,474900,5,2.5,Frisco Ranch Ph 1a,3067,5619,2003,155,44,20144224,33.2000354,-96.8828743
4/1/2022,Single Family Residential,14601 Frisco Ranch Dr,Little Elm,75068,340000,3,2,Frisco Ranch Ph 2a,1790,7841,2005,190,44,20003986,33.1970682,-96.8843828
9/1/2021,Single Family Residential,2037 Menominee Dr,Frisco,75033,599900,5,4,Grayhawk Sec II Ph Vii,3966,8276,2016,151,50,14654628,33.1978269,-96.8730275
6/1/2021,Single Family Residential,14610 Riverside Dr,Little Elm,75068,399900,4,2.5,Frisco Ranch Ph 2a,2622,7623,2011,153,42,14557324,33.1983562,-96.8840057
5/1/2021,Single Family Residential,2408 Horsetail Rd,Frisco,75033,761900,4,3.5,Hollyhock,3562,10629,2020,214,175,14511071,33.2167788,-96.8680628
5/1/2022,Single Family Residential,13648 Dutch Hollow Dr,Frisco,75033,700000,5,4,Grayhawk Sec II Ph II,4358,11064,2006,161,50,20006351,33.1921045,-96.8745778
8/1/2021,Single Family Residential,2028 Menominee Dr,Frisco,75033,530000,5,4.5,Grayhawk Sec II Ph Vii,3413,7405,2016,155,50,14621618,33.1979256,-96.8736141
8/1/2021,Single Family Residential,16226 Moonseed Rd,Frisco,75033,850000,4,4,Hollyhock Ph 1a,3927,8756,2017,216,175,14622012,33.2128031,-96.8751853
5/1/2021,Single Family Residential,3010 Izabella Ct,Frisco,75033,639900,5,4,Christie Ranch Ph 2c,3891,9845,2015,164,50,14566245,33.189434,-96.862373
7/1/2021,Single Family Residential,14516 Richmond Cir,Little Elm,75068,375000,4,2.5,Frisco Ranch Ph 1a,2868,5793,2004,131,42,14594642,33.2029195,-96.8820781
6/1/2022,Single Family Residential,14632 Crystal Lake Dr,Little Elm,75068,485000,3,3,Frisco Ranch Ph 2b,2374,6316,2007,204,46,20054522,33.2016143,-96.8851371
9/1/2021,Single Family Residential,13692 Fall Harvest Dr,Frisco,75033,395000,3,2,Grayhawk Sec II Ph III,2235,7405,2007,177,50,14650654,33.192273,-96.872534
6/1/2022,Single Family Residential,1365 Patch Grove Dr,Frisco,75034,749999,7,3.5,Grayhawk Sec 02 Ph 01,4250,7841,2007,176,50,20057022,33.1936137,-96.8792916
7/1/2021,Single Family Residential,14509 Logan Springs Dr,Little Elm,75068,335000,3,2,Frisco Ranch Ph 1a,1879,6970,2004,178,42,14605914,33.2032854,-96.8813867
7/1/2021,Single Family Residential,905 Lone Pine Dr,Little Elm,75068,290000,3,2,Frisco Ranch Ph 1a,1879,5576,2004,154,42,14589660,33.2010685,-96.8815753
3/1/2022,Single Family Residential,14624 Little Anne Dr,Little Elm,75068,425000,3,2,Frisco Ranch Ph 1a,1809,5576,2004,235,42,14759187,33.202168,-96.884535
4/1/2021,Single Family Residential,14720 Little Anne Dr,Little Elm,75068,296000,3,2,Frisco Ranch Ph 2b,1845,5314,2008,160,43,14522631,33.202766,-96.885724
5/1/2021,Single Family Residential,13928 Fall Harvest Dr,Frisco,75033,439900,4,2.5,Grayhawk Sec II Ph IV,3012,7667,2006,146,50,14576825,33.19457,-96.873412
10/1/2022,Single Family Residential,14249 Fall Harvest Dr,Frisco,75033,739000,5,4.5,Grayhawk Sec II Ph VI,3673,8233,2011,201,50,20163225,33.1960208,-96.8752691
9/1/2021,Single Family Residential,1741 Snapdragon Rd,Frisco,75033,899900,4,3.5,Hollyhock Ph 1a,3473,9801,2016,259,175,14626511,33.213095,-96.87433
6/1/2021,Single Family Residential,16179 Beargrass Rd,Frisco,75033,874500,4,3.5,Hollyhock Ph 1b & 1c,3388,9627,2017,258,175,14593652,33.2122089,-96.8713097
4/1/2021,Single Family Residential,1726 Coralbead Rd,Frisco,75033,629500,4,3.5,Hollyhock Ph 1a,3473,9365,2018,181,175,14532864,33.2164132,-96.8746825
11/1/2021,Single Family Residential,39 Painted Rock Ct,Frisco,75033,519999,5,3.5,Grayhawk Sec II Ph III,3507,7405,2005,148,50,14680138,33.1929595,-96.8689845
3/1/2022,Single Family Residential,1516 Bedstraw Ln,Frisco,75033,600000,4,3,Glen View,3028,6621,2020,198,80,14703611,33.1967101,-96.8770289
7/1/2021,Single Family Residential,14694 Speargrass Dr,Frisco,75033,612500,4,3,Glen View,3442,9627,2020,178,80,14580094,33.2003897,-96.8768613
8/1/2021,Single Family Residential,14605 Logan Springs Dr,Little Elm,75068,325000,3,2,Frisco Ranch Ph 1a,1824,5793,2004,178,42,14613764,33.2032779,-96.8827067
11/1/2022,Single Family Residential,1316 Coneflower Dr,Frisco,75033,579960,3,2.5,Glen View,2148,6621,2019,270,80,20184572,33.2013364,-96.8787049
1/1/2022,Single Family Residential,15696 Pleat Leaf Rd,Frisco,75033,949990,4,4,Hollyhock Ph 3,4059,10149,2019,234,175,14687092,33.2084507,-96.8669735
4/1/2022,Single Family Residential,2122 Olive Branch Rd,Frisco,75033,675000,4,3,Hollyhock Ph 4,2899,7362,2019,233,175,20004532,33.2088243,-96.8708907
5/1/2022,Single Family Residential,14640 Logan Springs Dr,Little Elm,75068,415000,4,2,Frisco Ranch PH 1A,2135,10367,2003,194,42,20030072,33.2035003,-96.8842152
8/1/2021,Single Family Residential,2405 Merrimac Dr,Frisco,75033,500000,5,3,Grayhawk Sec II Ph IV,3535,6839,2006,141,50,14611380,33.1937182,-96.8698852
6/1/2022,Single Family Residential,14513 Crystal Lake Dr,Little Elm,75068,425000,3,2,Frisco Ranch Ph 1a,1879,5663,2004,226,44,20057872,33.2001479,-96.8832095
3/1/2021,Single Family Residential,13959 Stevens Point Dr,Frisco,75033,330000,3,2,Grayhawk Sec II Ph IV,1867,7623,2006,177,50,14530654,33.1946394,-96.8729856
3/1/2021,Single Family Residential,16615 Lupine Rd,Frisco,75033,680000,5,4,Hollyhock Ph 2,3513,6665,2020,194,175,14522813,33.2159191,-96.8674134
5/1/2021,Single Family Residential,16405 Prairie Oak Rd,Frisco,75033,669000,4,3.5,Hollyhock Ph 1a,3005,13286,2018,223,175,14529172,33.2143552,-96.8751643
1/1/2022,Single Family Residential,2336 Snapdragon Rd,Frisco,75033,869900,5,5,Hollyhock Ph 1b & 1c,3811,7492,2019,228,175,14715447,33.2136998,-96.8688378
5/1/2021,Single Family Residential,14608 Crystal Lake Dr,Little Elm,75068,309000,3,2,Frisco Ranch Ph 2b,1949,5401,2007,159,43,14546262,33.2012053,-96.8842362
4/1/2021,Single Family Residential,2397 Mackinac Dr,Frisco,75033,509900,4,3,Grayhawk,3484,7841,2007,146,42,14531467,33.190405,-96.869831
4/1/2022,Single Family Residential,14612 Crystal Lake Dr,Little Elm,75068,430000,4,2,Frisco Ranch Ph 2b,2162,5401,2008,199,42,20003915,33.2012628,-96.8843828
8/1/2021,Single Family Residential,14724 Little Anne Dr,Little Elm,75068,339200,3,2,FRISCO RANCH PH 2B,1844,5358,2005,184,42,14636661,33.2028396,-96.8858915
12/1/2021,Single Family Residential,2247 Sturgis Dr,Frisco,75033,575000,4,3.5,Grayhawk Sec II Ph IV,3419,6403,2013,168,50,14708351,33.195585,-96.871086
8/1/2022,Single Family Residential,2299 Beebrush Rd,Frisco,75033,975000,4,3.5,Hollyhock Ph 1b & 1c,3616,13460,2017,270,175,20068826,33.211421,-96.8689635
6/1/2021,Single Family Residential,1755 Peppervine Rd,Frisco,75033,800000,4,3.5,Hollyhock Ph 1a,4305,9714,2018,186,160,14569526,33.2113479,-96.8742426
3/1/2021,Single Family Residential,14613 Riverside Dr,Little Elm,75068,310000,4,2,Frisco Ranch Ph 2a,2023,6316,2011,153,42,14506371,33.1981996,-96.8844667
4/1/2021,Single Family Residential,1745 Evening Star Rd,Frisco,75033,625000,4,4.5,Hollyhock Ph 1a,3412,7013,2017,183,175,14541118,33.214983,-96.874241
6/1/2021,Single Family Residential,14509 Eaglemont Dr,Little Elm,75068,365000,5,2.5,Frisco Ranch Ph 1a,3067,5489,2004,119,42,14562217,33.2013786,-96.8822876
9/1/2022,Single Family Residential,14536 Crystal Lake Dr,Little Elm,75068,430000,3,2,Frisco Ranch Ph 1a,1879,5401,2004,229,43,20141891,33.200981,-96.883823
8/1/2021,Single Family Residential,1320 Dulverton Dr,Frisco,75033,568000,4,2.5,Somerset Park,2603,8146,2019,218,69,14624810,33.21357,-96.878991
5/1/2021,Single Family Residential,16619 Nightshade Rd,Frisco,75033,575000,4,3,Hollyhock Ph 2,2944,11631,2020,195,175,14518156,33.21558,-96.866222
6/1/2021,Single Family Residential,13981 Fall Harvest Dr,Frisco,75033,365000,4,2,Grayhawk Sec II Ph IV,2133,7362,2006,171,50,14583684,33.1947034,-96.8742007
11/1/2021,Single Family Residential,13347 Spruce Wood Trl,Frisco,75034,1114900,5,5.5,Northwood Manor,4251,9975,2021,262,79,14623983,33.1886448,-96.8597009
6/1/2022,Single Family Residential,3583 Rustic Oak Dr,Frisco,75033,999900,4,3,Northwood,3257,10454,2021,307,79,20032749,33.1884706,-96.8564777
11/1/2022,Single Family Residential,3664 Shady Pines Ct,Frisco,75033,1027400,5,4.5,Northwood,3970,6970,2022,259,79,20064438,33.1893554,-96.8565154
11/1/2021,Single Family Residential,13646 Badger Creek Dr,Frisco,75033,498900,5,3.5,Grayhawk Sec II Ph III,3541,9583,2005,141,50,14698332,33.1919185,-96.8735931
12/1/2022,Single Family Residential,14633 Riverside Dr,Little Elm,75068,400000,4,3.5,Frisco Ranch Ph 2a,3138,6360,2008,127,44,20200600,33.1988225,-96.8850533
4/1/2022,Single Family Residential,2127 Mackinac Dr,Frisco,75033,559900,4,2.5,Grayhawk Sec II Ph III,2894,9148,2007,193,50,20022257,33.1911966,-96.872818
5/1/2022,Single Family Residential,13907 Mill Town Dr,Frisco,75033,599000,5,3,Grayhawk Sec II Ph IV,3495,7275,2006,171,50,20041317,33.1939917,-96.8704718
10/1/2021,Single Family Residential,14529 Crystal Lake Dr,Little Elm,75068,349000,5,2,Frisco Ranch Ph 1a,2055,5663,2003,170,42,14660554,33.2004467,-96.8837333
12/1/2021,Single Family Residential,14629 Eaglemont Dr,Little Elm,75068,375000,3,2.5,Frisco Ranch,2531,6098,2003,148,42,14701791,33.2025022,-96.8844876
3/1/2021,Single Family Residential,14541 Little Anne Dr,Little Elm,75068,285000,3,2,Frisco Ranch Ph 1a,1758,5314,2003,162,36,14521949,33.2012952,-96.8837962
12/1/2021,Single Family Residential,16390 Creek Plum Rd,Frisco,75033,812900,4,3.5,Hollyhock,3562,8712,2021,228,175,14604920,33.214185,-96.867593
12/1/2021,Single Family Residential,16362 Radstock Rd,Frisco,75033,799000,4,4.5,Somerset Park,4012,8146,2018,199,63,14714219,33.213808,-96.877594
11/1/2021,Single Family Residential,1109 Lone Pine Dr,Little Elm,75068,375000,3,2,Frisco Ranch Ph 2a,1950,5227,2008,192,42,14683969,33.1995319,-96.8824971
11/1/2021,Single Family Residential,13371 Terlingua Creek Dr,Frisco,75033,719900,3,2.5,Newman Village,2992,8451,2017,241,174,14687538,33.1889332,-96.8548254
5/1/2022,Single Family Residential,14712 Eaglemont Dr,Little Elm,75068,479900,4,2.5,Frisco Ranch Ph 1a,2800,5227,2004,171,46,20031261,33.2032401,-96.8849695
5/1/2022,Single Family Residential,14520 Eaglemont Dr,Little Elm,75068,350000,3,2,Frisco Ranch Ph 1a,1879,5358,2004,186,42,20006284,33.2020201,-96.882539
12/1/2022,Single Family Residential,1183 Plum Valley Dr,Frisco,75033,750000,5,4,Grayhawk Sec II Ph V,4255,8233,2009,176,55,20200895,33.194533,-96.881105
8/1/2022,Single Family Residential,2136 Poppyvine Rd,Frisco,75033,749000,4,3.5,Hollyhock Ph 4,3010,6621,2019,249,175,20086555,33.2079161,-96.8707232
6/1/2021,Single Family Residential,13942 Badger Creek Dr,Frisco,75033,529900,5,3.5,Grayhawk phase Ii,3556,7841,2007,149,100,14541798,33.1943192,-96.8744311
9/1/2021,Single Family Residential,1112 Dutch Hollow Dr,Frisco,75033,655000,6,4,Grayhawk Sec II Ph V,4328,17424,2011,151,50,14626655,33.1959032,-96.882141
5/1/2021,Single Family Residential,1437 Dutch Hollow Dr,Frisco,75033,549000,5,4,Grayhawk Sec II Ph V,3926,7884,2011,140,50,14553147,33.195169,-96.878021
6/1/2022,Single Family Residential,16113 Beargrass Rd,Frisco,75033,1488786,4,3.5,Hollyhock Ph 1b & 1c,3336,15246,2018,446,175,20073342,33.2115352,-96.8712469
8/1/2021,Single Family Residential,13939 Mill Town Dr,Frisco,75033,360000,3,2,Grayhawk Sec II Ph IV,2115,6447,2006,170,50,14618195,33.19427,-96.870563
8/1/2022,Single Family Residential,1482 Plum Valley Dr,Frisco,75033,750000,5,4,Grayhawk Sec II Ph V,3883,8015,2008,193,55,20093393,33.1946538,-96.8778669
3/1/2021,Single Family Residential,15086 Brazoria Dr,Frisco,75033,434141,4,2,Glen View,2267,8276,2020,192,80,14487810,33.2036594,-96.8777831
9/1/2021,Single Family Residential,16600 Sweetgum Rd,Frisco,75033,760000,4,3.5,HOLLYHOCK PHASES 1B & 1C,3305,6839,2019,230,175,14640979,33.2158994,-96.8713307
8/1/2021,Single Family Residential,800 Lone Pine Dr,Little Elm,75068,330000,4,2,Frisco Ranch Ph 1a,1879,8189,2003,176,42,14626377,33.2025127,-96.8815334
4/1/2021,Single Family Residential,16492 Creek Plum Rd,Frisco,75033,725000,5,4,Hollyhock Ph 2,4130,9104,2021,176,175,14536116,33.2147282,-96.8668269
5/1/2022,Single Family Residential,1545 Bedstraw Ln,Frisco,75033,849500,4,3,Glen View,3216,8113,2019,264,80,20032768,33.1962089,-96.8766099
6/1/2022,Single Family Residential,1866 Peppervine Rd,Frisco,75033,1181250,5,5,Hollyhock Ph 1a,4402,9757,2016,268,175,20040999,33.2118796,-96.8729228
10/1/2022,Single Family Residential,13546 Valley Mills Dr,Frisco,75033,424900,3,2,Grayhawk Sec II Ph III,2078,6098,2004,204,50,20166912,33.1912157,-96.8704927
3/1/2022,Single Family Residential,2469 Flower Petal Rd,Frisco,75033,954772,5,5,Hollyhock,4634,11326,2021,206,175,14644368,33.2119848,-96.8658454
8/1/2022,Single Family Residential,13827 Badger Creek Dr,Frisco,75033,750000,6,4,Grayhawk Sec II Ph II,4236,7362,2006,177,50,20103827,33.1930774,-96.8743683
12/1/2022,Single Family Residential,14732 Eaglemont Dr,Little Elm,75068,395000,3,2,Frisco Ranch Ph 2b,1844,5576,2005,214,43,20195900,33.2035916,-96.8857238
4/1/2021,Single Family Residential,14525 Logan Springs Dr,Little Elm,75068,349999,5,3,Frisco Ranch Ph 1a,2854,5793,2003,123,36,14528236,33.2032713,-96.8820362
5/1/2021,Single Family Residential,14616 Crystal Lake Dr,Little Elm,75068,315000,4,2,Frisco Ranch Ph 2b,1845,5401,2007,171,42,14556297,33.2013409,-96.8845505
4/1/2021,Single Family Residential,1204 Plum Valley Dr,Frisco,75033,425000,5,3.5,Grayhawk Sec II Ph V,4255,8233,2010,100,83,14536203,33.195016,-96.8808
11/1/2021,Single Family Residential,14504 Richmond,Little Elm,75068,448900,3,2,Frisco Ranch Ph 01A,2168,6926,2003,207,42,14654754,33.2029013,-96.8816172
5/1/2021,Single Family Residential,13750 Dutch Hollow Dr,Frisco,75033,450000,5,4,Grayhawk Sec II Ph II,3814,7841,2008,118,50,14542159,33.1926449,-96.8746825
10/1/2022,Single Family Residential,13281 Tarragona Ct,Frisco,75033,1190000,3,3.5,Newman Village,3291,15464,2018,362,200,20158679,33.1880364,-96.8536526
8/1/2022,Single Family Residential,1909 Snapdragon Rd,Frisco,75033,1150000,5,5,Hollyhock Ph 1a,3962,8581,2017,290,175,20076426,33.213089,-96.872783
8/1/2021,Single Family Residential,16622 Nightshade,Frisco,75033,762900,4,4,Hollyhock,3664,8276,2020,208,192,14533240,33.215634,-96.865882
11/1/2021,Single Family Residential,2188 Passionflower Rd,Frisco,75033,827900,4,3.5,Hollyhock,3562,8712,2021,232,175,14604927,33.2127,-96.870152
9/1/2021,Single Family Residential,14625 Riverside Dr,Little Elm,75068,360000,4,2,Frisco Ranch Ph 2a,2040,6316,2008,176,38,14654128,33.198573,-96.884827
9/1/2022,Single Family Residential,1229 Lone Pine Dr,Little Elm,75068,450000,4,2.5,Frisco Ranch Ph 2a,2842,5227,2012,158,50,20091833,33.1984048,-96.8831257
3/1/2022,Single Family Residential,13253 Tarragona Ct,Frisco,75033,999900,3,4,Newman Village,3995,9017,2019,250,88,14745522,33.1878616,-96.8536526
