SOLD_MONTH,PROPERTYTYPE,ADDRESS,CITY,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUAREFEET,LOTSIZE,YEARBUILT,Price_per_sqrt,HOA_MONTH,MLS,LATITUDE,LONGITUDE
5/1/2021,Single Family Residential,14191 Berryfield Ln,Frisco,75035,849000,5,4,ESTATES AT SHADDOCK PARK PHASE 1,4038,6839,2018,210,63,14528596,33.1576436,-96.7535185
9/1/2021,Single Family Residential,14308 Badlands Dr,Frisco,75035,749900,5,4,Arbors At Willow Bay Ph II The,4039,7667,2013,186,36,14642506,33.169758,-96.751937
10/1/2021,Single Family Residential,13031 Strike Gold Blvd,Frisco,75035,998990,4,4.5,Lexington Country,3693,,2016,271,200,14644790,33.163606,-96.765155
11/1/2022,Single Family Residential,11469 Four Roses Trl,Frisco,75035,719900,3,2.5,Park Vista,2857,4400,2022,252,42,20171633,33.1719675,-96.7636074
9/1/2022,Single Family Residential,15806 Ryan Ln,Frisco,75035,819000,5,4,Stonelake Estates Ph I,3829,17424,2005,214,43,20119955,33.1738517,-96.7357636
4/1/2021,Single Family Residential,15470 Tealwood Ln,Frisco,75035,499900,5,4,Stonelake Estates Ph Two,3945,8276,2006,127,44,14517435,33.1739148,-96.7392382
5/1/2021,Single Family Residential,10785 Ferdinand,Frisco,75035,799999,5,5.5,Lexington,4300,14157,2017,186,100,14553139,33.1672268,-96.765836
3/1/2021,Single Family Residential,13129 Secretariat Blvd,Frisco,75035,1224990,5,5.5,Lexington Country - The Executives,4991,8712,2020,245,100,14449787,33.164401,-96.76404
10/1/2022,Single Family Residential,11557 Clairmont Ct,Frisco,75035,799900,4,4,Stonelake Estates,3597,13939,2005,222,43,20155742,33.173425,-96.7369804
5/1/2022,Single Family Residential,11140 Coventry Ln,Frisco,75035,799900,5,4.5,Stonelake Estates Ph I,4509,10890,2004,177,43,20024657,33.1698102,-96.7343046
12/1/2022,Single Family Residential,9596 Christ Church Ln,Frisco,75035,1074888,5,4,Estates at Shaddock Park,4038,4792,2020,266,71,20175836,33.1561069,-96.7516978
10/1/2021,Single Family Residential,15830 Ryan Ln,Frisco,75035,630000,5,4,Stonelake Estates Ph I,3887,9148,2005,162,43,14635633,33.1739481,-96.7353916
7/1/2021,Single Family Residential,13201 Bold Venture Ave,Frisco,75035,745000,4,3,Lexington Ph Four,3324,7057,2018,224,100,14597389,33.1614041,-96.7635772
6/1/2021,Single Family Residential,15246 Crystal Beach Ln,Frisco,75035,1150000,5,5,Villages Of Stonelake Estates Ph III,4453,14026,2016,258,50,14534395,33.162281,-96.742681
9/1/2022,Single Family Residential,11341 Blackwater Trl,Frisco,75035,724900,3,3.5,Park Vista,2804,4356,2022,259,42,20059213,33.171146,-96.766409
12/1/2021,Single Family Residential,14397 Regents Park,Frisco,75035,999000,5,5,ESTATES AT SHADDOCK PARK,4345,10629,2017,230,63,14657152,33.1564178,-96.7530337
12/1/2021,Single Family Residential,12933 Cooper Riv,Frisco,75035,684900,3,2.5,Park Vista,2860,4356,2021,239,42,14585599,33.1735684,-96.7655973
9/1/2022,Single Family Residential,8990 Frostweed Rd,Frisco,75035,988000,4,4,The Grove,3183,8507,2021,310,190,20134479,33.151836,-96.74229
3/1/2022,Single Family Residential,13034 Scissortail Dr,Frisco,75035,622900,4,3.5,Park Vista,2804,4356,2021,222,83,14643823,33.1705983,-96.7649931
10/1/2022,Single Family Residential,15199 Viburnum Rd,Frisco,75035,1250000,5,6,Garilen Ph 1b,4197,10280,2018,298,190,20137601,33.1497452,-96.7443603
1/1/2022,Single Family Residential,13160 Jonata St,Frisco,75033,632400,4,2.5,Park Vista,2565,4356,2021,247,42,14585594,33.1724622,-96.763579
10/1/2021,Single Family Residential,15280 Morning Star Ln,Frisco,75035,1195000,6,5.5,Villages Of Stonelake Estates Ph III,4932,13721,2016,242,50,14647929,33.161348,-96.74218
6/1/2021,Single Family Residential,11517 Ashdon Ln,Frisco,75035,629000,5,4,Stonelake Estates Ph I,3945,8276,2005,159,44,14552753,33.1727273,-96.735875
3/1/2022,Single Family Residential,12961 Cooper River Trl,Frisco,75033,616900,3,2.5,Park Vista,2565,4356,2021,241,42,14610224,33.1735662,-96.765319
2/1/2022,Single Family Residential,13128 Jonata,Frisco,75035,603900,3,2.5,Park Vista,2447,4356,2021,247,42,14608419,33.1723647,-96.7639555
10/1/2022,Single Family Residential,13021 Scissortail Dr,Frisco,75035,924900,5,4,Park Vista,3562,6534,2022,260,42,20117269,33.1701245,-96.7651421
2/1/2022,Single Family Residential,13080 Cooper River Trl,Frisco,75035,774400,5,4,Park Vista,3374,6098,2021,230,167,14634757,33.1740556,-96.7640808
9/1/2022,Single Family Residential,9879 Brackenfield Ln,Frisco,75035,1048888,4,4,Estates at Shaddock Park,3527,4792,2022,297,71,20098985,33.1590654,-96.7514753
8/1/2022,Single Family Residential,10404 Smarty Jones St,Frisco,75035,1058000,4,4,Lexington Ph Five,3727,8146,2019,284,125,20068846,33.1633989,-96.760252
11/1/2022,Single Family Residential,14663 Ireland Ln,Frisco,75035,824900,4,3.5,Villages Of Stonelake Estates Ph Ic,3411,10454,2010,242,50,20152555,33.1669637,-96.7493365
8/1/2022,Single Family Residential,11317 Blackwater Trl,Frisco,75035,724900,4,3.5,Park Vista,2714,4356,2022,267,42,20043900,33.171036,-96.766406
5/1/2022,Single Family Residential,12996 Cooper River Trl,Frisco,75035,795900,5,4,Park Vista,3977,6098,2021,200,42,14631848,33.1740539,-96.7650364
11/1/2022,Single Family Residential,11287 Four Roses Trl,Frisco,75035,709900,4,3.5,Park Vista,2714,4356,2022,262,42,20059439,33.1709781,-96.7636189
12/1/2022,Single Family Residential,8969 Frostweed Rd,Frisco,75035,1700000,5,5.5,The Grove,5280,10019,2019,322,190,20177348,33.1515896,-96.7430014
8/1/2021,Single Family Residential,14968 Maroon Bells Ln,Frisco,75035,885000,6,5.5,Villages Of Stonelake Estates Ph Iia,4730,9409,2013,187,21,14586608,33.1647311,-96.7457612
4/1/2021,Single Family Residential,9636 Woodford Ln,Frisco,75035,685685,5,6,Estates at Shaddock Park Phase 1,4374,8233,2020,157,63,14514452,33.156495,-96.7589764
5/1/2022,Single Family Residential,12924 Caprock Dr,Frisco,75035,693900,3,3.5,Park Vista,2804,4356,2021,247,42,14699552,33.1717459,-96.7660874
8/1/2021,Single Family Residential,15251 Crystal Beach Ln,Frisco,75035,1185000,6,5.5,Villages Of Stonelake Estates Ph III,4835,14375,2016,245,50,14589407,33.161729,-96.742505
8/1/2022,Single Family Residential,13436 Proud Clairon St,Frisco,75035,1599999,5,5.5,Lexington Ph Eleven A,4600,9322,2021,348,100,20051071,33.1568925,-96.7613186
11/1/2022,Single Family Residential,15964 Christopher Ln,Frisco,75035,769900,4,3.5,Stonelake Estates,4205,10019,2005,183,48,20117600,33.1715724,-96.7340537
9/1/2021,Single Family Residential,13232 Jonata St,Frisco,75033,606900,3,2.5,Park Vista,2565,4356,2021,237,42,14555542,33.172459,-96.7630973
5/1/2021,Single Family Residential,15196 Spider Lily Rd,Frisco,75035,898900,5,5.5,"Grove Frisco Ph 2, The",3995,9932,2020,225,190,14487193,33.1517147,-96.7439213
10/1/2021,Single Family Residential,14212 Dorset Ln,Frisco,75035,599000,3,2.5,Estates at Shaddock Park Phase 2,2222,6839,2021,270,63,14621014,33.1591617,-96.7529181
2/1/2022,Single Family Residential,11272 Blackwater Trl,Frisco,75035,704400,3,2.5,Park Vista,2857,4356,2021,247,42,14601669,33.170813,-96.766092
12/1/2022,Single Family Residential,14266 Danehurst Ln,Frisco,75035,825000,5,4,Estates At Shaddock Park Ph 1,3518,6882,2020,235,71,20117359,33.1557682,-96.7534349
9/1/2022,Single Family Residential,11221 Blackwater Trl,Frisco,75035,749900,3,2.5,Park Vista,2857,7971,2022,262,42,20059386,33.170564,-96.766387
12/1/2021,Single Family Residential,12947 Cooper River Trl,Frisco,75035,523900,3,2,Park Vista,1800,4356,2021,291,42,14585555,33.1735673,-96.7654583
3/1/2022,Single Family Residential,12898 Caprock Dr,Frisco,75035,651900,3,2.5,Park Vista,2857,4356,2021,228,42,14623901,33.171748,-96.7663488
10/1/2022,Single Family Residential,11245 Blackwater Trl,Frisco,75035,699900,3,3.5,Park Vista,2801,4356,2022,250,42,20059750,33.170696,-96.7664
10/1/2022,Single Family Residential,11293 Blackwater Trl,Frisco,75035,699900,3,2.5,Park Vista,2857,4356,2022,245,42,20060005,33.17093,-96.766409
9/1/2021,Single Family Residential,13251 Cooper River Trl,Frisco,75035,513900,3,2,Park Vista,1800,4356,2021,286,42,14557766,33.173546,-96.7627979
12/1/2021,Single Family Residential,13082 Scissortail,Frisco,75035,659400,3,2.5,Park Vista,2857,4356,2021,231,42,14589826,33.1705952,-96.7646006
2/1/2022,Single Family Residential,13144 Jonata St,Frisco,75035,663400,4,3.5,Park Vista,2804,4356,2021,237,42,14608422,33.1723445,-96.7637957
6/1/2021,Single Family Residential,14195 Dorset Ln,Frisco,75035,710197,5,6,Estates at Shaddock Park Phase 2,4130,10890,2020,172,63,14514423,33.1585342,-96.7536231
11/1/2022,Single Family Residential,11233 Four Roses Trl,Frisco,75035,699900,3,2.5,Park Vista,2714,4356,2022,258,42,20059775,33.1706477,-96.7636227
10/1/2021,Single Family Residential,13280 Jonata Street Dr,Frisco,75035,499900,3,2,Park Vista,1800,4356,2021,278,42,14555559,33.1724794,-96.7624897
3/1/2022,Single Family Residential,13714 Chestnut Glen Ln,Frisco,75035,774071,4,4.5,Estates at Shaddock Park Phase 2,3263,6708,2021,237,63,14705195,33.1598976,-96.7576304
10/1/2022,Single Family Residential,14180 Dorset Ln,Frisco,75035,982814,4,4.5,Estates at Shaddock Park Phase 2,3782,5859,2022,260,71,20075125,33.1590174,-96.7537927
11/1/2022,Single Family Residential,11269 Blackwater Trl,Frisco,75035,674900,3,2.5,Park Vista,2565,4356,2022,263,42,20059204,33.170818,-96.766406
1/1/2022,Single Family Residential,12930 Cooper Riv,Frisco,75035,848400,5,4,Park Vista,3562,6098,2021,238,42,14622957,33.174072,-96.7655881
6/1/2022,Single Family Residential,13296 Cooper River Trl,Frisco,75035,868400,4,3,Park Vista,3182,7405,2021,273,42,14688120,33.1740378,-96.7624615
3/1/2021,Single Family Residential,13474 Northern Dancer Way,Frisco,75035,945000,4,4.5,Lexington Ph Three,4469,8930,2018,211,125,14437054,33.1683873,-96.7605657
12/1/2022,Single Family Residential,13133 Scissortail Dr,Frisco,75035,849900,5,4,Park Vista,3378,6534,2022,252,42,20064494,33.1701142,-96.763883
1/1/2022,Single Family Residential,13239 Cooper River Trl,Frisco,75035,684900,3,2.5,Park Vista,2445,4356,2021,280,42,14618350,33.173547,-96.7629286
12/1/2022,Single Family Residential,11305 Four Roses Trl,Frisco,75035,699900,3,3.5,Park Vista,2804,4356,2022,250,42,20059363,33.1710877,-96.7636176
1/1/2022,Single Family Residential,9784 Masterman Ln,Frisco,75035,860753,4,4,Estates at Shaddock Park Phase 2,3938,8102,2021,219,63,14637476,33.1583419,-96.7519293
4/1/2021,Single Family Residential,15680 Custer Trl,Frisco,75035,1156500,4,4,Custer Creek Farms Add Ph I,3500,65340,1993,330,,14406643,33.1669856,-96.7376285
11/1/2022,Single Family Residential,9616 Masterman Ln,Frisco,75035,1088575,4,5,Estates at Shaddock Park Phase 2,3947,7126,2022,276,71,20055227,33.1572505,-96.7519014
6/1/2022,Single Family Residential,13892 Dorset Ln,Frisco,75035,841040,4,4.5,Estates at Shaddock Park Phase 2,3782,5358,2021,222,71,14727754,33.1590363,-96.756184
11/1/2022,Single Family Residential,13729 Chestnut Glen Ln,Frisco,75035,1143533,4,5,Estates at Shaddock Park Phase 2,3947,8372,2022,290,71,20049248,33.1593657,-96.757638
8/1/2021,Single Family Residential,13793 Dorset Ln,Frisco,75035,708471,5,5.5,Estates at Shaddock Park Phase 2,4405,8102,2020,161,63,14514724,33.1585231,-96.7570525
8/1/2022,Single Family Residential,14132 Dorset Ln,Frisco,75035,936138,5,5,Estates at Shaddock Park Phase 2,4039,6839,2021,232,71,14753672,33.1590134,-96.7541804
12/1/2022,Single Family Residential,14022 Chestnut Glen Ln,Frisco,75035,839888,5,4.5,Estates at Shaddock Park,3323,4792,2022,253,71,20059782,33.1598769,-96.7552273
2/1/2022,Single Family Residential,13824 Chestnut Glen Ln,Frisco,75035,724546,4,4,Estates at Shaddock Park Phase 2,3300,6839,2021,220,63,14643360,33.1598936,-96.7567292
11/1/2022,Single Family Residential,13772 Dorset Ln,Frisco,75035,1076512,4,5,Estates at Shaddock Park Phase 2,3839,8124,2022,280,71,20049475,33.1590386,-96.7572198
4/1/2021,Single Family Residential,13734 Woodford Ln,Frisco,75035,668368,4,3.5,Estates at Shaddock Park Phase 1,3879,7971,2020,172,63,14441909,33.1533096,-96.7580562
3/1/2022,Single Family Residential,14066 Chestnut Glen Ln,Frisco,75035,719714,4,4,Estates at Shaddock Park Phase 2,3300,6839,2021,218,63,14654077,33.1598739,-96.7549797
9/1/2022,Single Family Residential,13964 Dorset Ln,Frisco,75035,897912,4,4,Estates at Shaddock Park Phase 2,3300,6839,2021,272,71,14753682,33.1590258,-96.7553257
8/1/2022,Single Family Residential,13992 Berryfield Ln,Frisco,75035,841147,5,4.5,Estates at Shaddock Park Phase 2,3484,6534,2021,241,71,14737687,33.1581847,-96.7562338
3/1/2022,Single Family Residential,13066 Scissortail Dr,Frisco,75035,697400,3,2.5,Park Vista,2445,4356,2021,285,42,14601690,33.1705962,-96.7647313
2/1/2022,Single Family Residential,12993 Cooper Riv,Frisco,75035,593900,3,2,Park Vista,1800,4356,2021,330,42,14585584,33.1735637,-96.7650332
12/1/2022,Single Family Residential,13748 Dorset Ln,Frisco,75035,1077981,5,5.5,Estates at Shaddock Park Phase 2,4487,8124,2022,240,71,20023508,33.159033,-96.757453
5/1/2022,Single Family Residential,13748 Chestnut Glen Ln,Frisco,75035,773141,4,3.5,Estates at Shaddock Park Phase 2,3782,6839,2021,204,71,14664695,33.1599021,-96.7575604
5/1/2022,Single Family Residential,13802 Chestnut Glen Ln,Frisco,75035,808805,5,5,Estates at Shaddock Park Phase 2,4039,7100,2021,200,71,14654739,33.1598437,-96.7568852
8/1/2021,Single Family Residential,2176 Brookdale Dr,Frisco,75036,449900,3,2,Frisco Lakes By Del Webb Villa,2317,6055,2017,194,135,14625766,33.1448145,-96.9116688
12/1/2021,Single Family Residential,1196 Putnam Dr,Frisco,75034,613747,4,3.5,Villages of Creekwood,3250,6316,2021,189,54,14682049,33.1500997,-96.9014699
3/1/2022,Single Family Residential,1264 Rutherford St,Frisco,75034,586990,5,4.5,Villages of Creekwood,3591,7667,2020,163,54,14570331,33.1487107,-96.9017345
7/1/2021,Single Family Residential,8571 Amethyst Ln,Frisco,75036,620990,5,4.5,Villages of Creekwood,3390,5793,2021,183,54,14594908,33.1504434,-96.9026319
4/1/2021,Single Family Residential,1191 Helmsley Dr,Frisco,75034,469990,3,2.5,Villages of Creekwood,2095,,2020,224,54,14552510,33.1512809,-96.9014824
6/1/2022,Single Family Residential,1444 Troon Dr,Frisco,75036,364900,2,2,Frisco Lakes By Del Webb Villa,1307,4966,2010,279,135,20057120,33.1455089,-96.9046681
1/1/2022,Single Family Residential,1197 Overton St,Frisco,75036,599999,4,3,Villages at Creekwood,2790,6316,2021,215,71,14726738,33.1505401,-96.9014405
3/1/2022,Single Family Residential,2011 Marble Rdg,Frisco,75036,369000,2,2,Frisco Lakes By Del Webb Villa,1404,5227,2017,263,135,14753653,33.1448522,-96.9102016
4/1/2022,Single Family Residential,1094 Overton St,Frisco,75036,647990,4,3.5,Villages of Creekwood,3058,6055,2021,212,54,14598654,33.1509661,-96.9008537
5/1/2022,Single Family Residential,1313 Peregrine Trl,Frisco,75036,668500,4,3.5,Villages of CreekWood Ph 1,2617,11892,2020,255,50,20029287,33.1482638,-96.9030753
3/1/2022,Single Family Residential,761 Sleepy Creek Dr,Frisco,75036,775000,4,3.5,Stonewater Crossing Ph One,3530,7492,2011,220,74,14756691,33.147478,-96.896781
4/1/2021,Single Family Residential,8016 Cool River Dr,Frisco,75036,305000,2,2,Frisco Lakes By Del Webb Villa,1548,5053,2016,197,135,14541897,33.145374,-96.9070994
12/1/2022,Single Family Residential,1452 Kit King Dr,Little Elm,75036,755318,4,3.5,King's Court,2645,5968,2022,286,133,20209335,33.1534133,-96.8977101
4/1/2022,Single Family Residential,1171 Anatole Dr,Frisco,75036,637990,5,4,Villages of Creekwood,3104,10498,2020,206,54,14606756,33.1490321,-96.9012513
3/1/2022,Single Family Residential,662 Dry Canyon Dr,Frisco,75036,645000,4,3,Stonewater Crossing Ph 2,3044,8494,2013,212,71,14734297,33.149611,-96.896168
6/1/2021,Single Family Residential,2052 Brookdale Dr,Frisco,75036,465000,2,2,Frisco Lakes By Del Webb,1985,6665,2021,234,135,14594800,33.1445321,-96.910448
6/1/2022,Single Family Residential,7936 Cool River Dr,Frisco,75036,367900,2,2,Frisco Lakes By Del Webb,1308,5210,2016,281,140,20064439,33.1446486,-96.9084395
4/1/2021,Single Family Residential,609 Quail Creek Dr,Frisco,75036,640000,5,4,Stonewater Crossing Ph One,3372,8625,2011,190,73,14541442,33.1483046,-96.8952372
5/1/2022,Single Family Residential,2123 Bentwater Ln,Frisco,75036,415000,2,2,Frisco Lakes By Del,1611,4966,2018,258,135,20036375,33.1514369,-96.910495
2/1/2022,Single Family Residential,1895 Surfwatch Dr,Frisco,75036,390000,2,2,Frisco Lakes By Del Webb Village 36,1551,10672,2019,251,140,14744374,33.1525376,-96.9087762
5/1/2022,Single Family Residential,442 Rushing Water Dr,Frisco,75036,795000,4,3.5,Stonewater Crossing Ph One,3480,7667,2009,228,71,20023425,33.146467,-96.894101
11/1/2021,Single Family Residential,795 Quail Creek Dr,Frisco,75036,749000,4,3.5,Stonewater Crossing Ph One,3599,8756,2009,208,71,14695813,33.14829,-96.897048
6/1/2022,Single Family Residential,2012 Flagship Ct,Frisco,75036,625000,3,2,Frisco Lakes By Del,2308,6186,2018,271,130,20052506,33.1504115,-96.9092793
11/1/2022,Single Family Residential,2221 Peter's Colony Dr,Little Elm,75036,574990,4,2.5,King's Court,2146,6316,2022,268,79,20161907,33.1539815,-96.8962633
3/1/2022,Single Family Residential,610 Caveson Dr,Frisco,75036,700000,4,3.5,Stonewater Crossing Ph 2,3043,9932,2014,230,74,14754830,33.1512084,-96.8953388
4/1/2022,Single Family Residential,1769 Port Royal Ln,Frisco,75036,460000,2,2,Frisco Lakes By Del,1715,6098,2019,268,135,20014207,33.1502034,-96.9071204
1/1/2022,Single Family Residential,1421 Four Corner Ln,Little Elm,75036,650868,4,3.5,King's Court,2645,4574,2021,246,79,14712195,33.152271,-96.8954468
7/1/2022,Single Family Residential,8393 Amethyst Ln,Frisco,75036,767687,4,3.5,Villages of Creekwood,3001,5793,2020,256,54,20045339,33.1490139,-96.9029495
3/1/2021,Single Family Residential,2396 Beachfront Dr,Frisco,75036,339900,2,2,Frisco Lakes By Del Webb Villa,1660,7710,2015,205,135,14528877,33.142039,-96.913244
7/1/2021,Single Family Residential,529 El Camino Dr,Frisco,75036,645000,4,3.5,Stonewater Crossing Ph 2,3607,8494,2013,179,71,14576632,33.149916,-96.894779
5/1/2021,Single Family Residential,1053 Overton St,Frisco,75036,599990,4,3.5,Villages of Creekwood,3258,6055,2020,184,54,14552825,33.1505331,-96.9006754
8/1/2022,Single Family Residential,1660 Plantation Crest Dr,Frisco,75036,499000,2,2,Frisco Lakes By Del,1845,6055,2020,270,140,20113047,33.1514439,-96.9064287
4/1/2022,Single Family Residential,8177 Harlow Ln,Frisco,75036,575000,3,2,Frisco Lakes By Del Webb Villa,2308,8407,2017,249,140,20021319,33.1468206,-96.9082103
9/1/2021,Single Family Residential,8141 Harlow Ln,Frisco,75036,400000,2,2,Frisco Lakes By Del Webb Villa,1852,6055,2018,216,105,14645296,33.1466851,-96.9078959
4/1/2022,Single Family Residential,1862 Beachside Dr,Frisco,75036,445000,2,2,Frisco Lakes By Del Webb Villa,1611,10367,2016,276,135,14760576,33.1456861,-96.9085666
3/1/2022,Single Family Residential,8721 Shore Crest Rd,Frisco,75036,375000,2,2,Frisco Lakes By Del,1551,5793,2018,242,140,14748559,33.1518705,-96.9106629
1/1/2022,Single Family Residential,8095 Cool River Dr,Frisco,75036,349900,2,2,Frisco Lakes By Del Webb Villa,1334,6708,2016,262,135,14714409,33.1463479,-96.9060934
11/1/2022,Single Family Residential,8011 Cool River Dr,Frisco,75036,475000,3,2,Frisco Lakes By Del Webb Villa,1706,7754,2016,278,135,20173624,33.1458433,-96.907309
1/1/2022,Single Family Residential,1425 Four Corner Ln,Little Elm,75036,563885,4,2.5,King's Court,2145,4574,2021,263,79,14712150,33.1523584,-96.8954468
12/1/2022,Single Family Residential,1615 Port Royal Ln,Frisco,75036,545000,2,2,Frisco Lakes By Del,1840,11369,2019,296,140,20194718,33.1502134,-96.905758
8/1/2022,Single Family Residential,692 El Camino Dr,Frisco,75036,685000,5,4,Stonewater Crossing Ph 2,3363,7362,2014,204,74,20104656,33.150411,-96.896545
6/1/2022,Single Family Residential,1719 Bentwater Ln,Frisco,75036,585000,2,2,Frisco Lakes By Del,1994,6055,2020,293,140,20059481,33.151699,-96.9069527
8/1/2022,Single Family Residential,8548 Shadow Bay Ln,Frisco,75036,520000,2,2,Frisco Lakes By Del,1845,7536,2018,282,135,20091996,33.1500951,-96.9080009
1/1/2022,Single Family Residential,2173 Flagship Ct,Frisco,75036,525000,3,2,Frisco Lakes By Del,2096,6055,2018,250,135,14733056,33.1499067,-96.9108933
9/1/2022,Single Family Residential,8527 Pearl Reef Ln,Frisco,75036,459900,2,2,Frisco Lakes By Del,1715,6360,2018,268,140,20136025,33.1500143,-96.9115453
5/1/2021,Single Family Residential,2147 Bentwater Ln,Frisco,75036,330000,2,2,FRISCO LAKES BY DEL WEBB VILLAGE,1548,4966,2018,213,135,14551700,33.1514643,-96.9107885
6/1/2021,Single Family Residential,8591 Pearl Reef Ln,Frisco,75036,415000,2,2,Frisco Lakes By Del,1840,6360,2018,226,135,14567516,33.1503066,-96.911564
12/1/2022,Single Family Residential,2216 Little Elm Creek Dr,Little Elm,75036,694040,3,2.5,King's Court,2409,4617,2022,288,79,20026636,33.1526577,-96.8967625
8/1/2021,Single Family Residential,7688 Gulf Breeze Ln,Frisco,75036,410000,2,2,Frisco Lakes By Del Webb Villa,1729,6011,2015,237,135,14629320,33.142771,-96.913181
4/1/2021,Single Family Residential,8618 Silent River Rd,Frisco,75036,459000,3,2,Frisco Lakes By Del,2308,12850,2019,199,135,14536335,33.1503538,-96.9055903
8/1/2022,Single Family Residential,7625 Gulf Breeze Ln,Frisco,75036,439000,2,2,Frisco Lakes By Del Webb Villa,1554,4966,2016,282,140,20120337,33.1423847,-96.9137566
7/1/2022,Single Family Residential,8978 Shore Crest Dr,Frisco,75036,440000,2,2,Frisco Lakes By Del Webb,1548,4966,2017,284,140,20106174,33.1537332,-96.9100758
1/1/2022,Single Family Residential,1176 Overton St,Frisco,75036,560000,3,2.5,Villages of Creekwood Phase 1,2122,10498,2021,264,71,14712942,33.1509659,-96.9012519
3/1/2021,Single Family Residential,513 Quail Creek Dr,Frisco,75036,599000,4,3.5,Stonewater Crossing Ph One,3536,8059,2011,169,71,14523935,33.1482912,-96.8942942
3/1/2022,Single Family Residential,8766 Shore Crest Rd,Frisco,75036,360000,2,2,Frisco Lakes By Del,1308,7318,2018,275,120,20004765,33.152247,-96.9100758
6/1/2022,Single Family Residential,7694 Gulf Walk Rd,Frisco,75036,435000,2,2,Frisco Lakes By Del Webb Villa,1551,5750,2015,280,140,20050146,33.143312,-96.9112881
6/1/2021,Single Family Residential,1912 Vista Creek Dr,Frisco,75036,611900,3,3,Frisco Lakes By Del Webb Villa,2818,7710,2018,217,135,14575369,33.147416,-96.9084635
1/1/2022,Single Family Residential,8805 Cantina Bay Ln,Frisco,75036,375000,2,2,Frisco Lakes By Del Webb Villa,1551,9060,2018,242,135,14711845,33.1528874,-96.9088393
7/1/2021,Single Family Residential,2270 Beachfront Dr,Frisco,75036,414900,3,2,Frisco Lakes By Del Webb Villa,1708,8233,2015,243,135,14614215,33.14234,-96.912234
4/1/2021,Single Family Residential,774 Caveson Dr,Frisco,75036,599900,5,4,Stonewater Crossing Ph 2,3724,7754,2013,161,83,14531919,33.151226,-96.897078
8/1/2021,Single Family Residential,479 Dry Canyon Dr,Frisco,75036,645000,4,4.5,Stonewater Crossing Ph 2,3456,8581,2012,187,71,14599676,33.149103,-96.893975
11/1/2022,Single Family Residential,1449 Four Corner Ln,Little Elm,75036,739990,4,3.5,King's Court,3214,4617,2022,230,79,20154656,33.15302,-96.895546
12/1/2021,Single Family Residential,1915 Marble Rdg,Frisco,75036,425000,3,2,Frisco Lakes By Del Webb Villa,1716,8189,2016,248,135,14716037,33.1441602,-96.9092793
8/1/2022,Single Family Residential,8713 Twin Pines Ln,Frisco,75036,475000,3,2,Frisco Lakes By Del,1675,8973,2018,284,140,20095383,33.1516824,-96.911585
8/1/2022,Single Family Residential,8840 Oyster Lndg,Frisco,75036,449000,2,2,Frisco Lakes By Del Webb Villa,1551,5401,2019,289,140,20112765,33.1525716,-96.9074332
4/1/2022,Single Family Residential,2195 Bentwater Ln,Frisco,75036,489000,2,2,Frisco Lakes By Del,1571,13024,2018,311,80,20018368,33.1514708,-96.9114592
7/1/2021,Single Family Residential,8993 Shore Crest Rd,Frisco,75036,349000,2,2,Frisco Lakes By Del Webb,1611,5793,2018,217,135,14607229,33.1538347,-96.9106632
5/1/2022,Single Family Residential,7640 Gulf Breeze Ln,Frisco,75036,340000,2,2,Frisco Lakes By Del Webb Village,1325,6882,2015,257,135,20036687,33.1424989,-96.91322
4/1/2021,Single Family Residential,698 Caveson Dr,Frisco,75036,570000,4,3.5,Stonewater Crossing Ph 2,3612,9060,2013,158,68,14534068,33.151216,-96.896227
12/1/2022,Single Family Residential,1075 Rutherford St,Frisco,75036,699000,4,3.5,VILLAGES OF CREEKWOOD,2811,7971,2020,249,54,20167803,33.1481086,-96.9007489
10/1/2021,Single Family Residential,414 Caveson Dr,Frisco,75036,599000,3,3,Stonewater Crossing Ph 2,3417,14593,2013,175,71,14659994,33.1512021,-96.893435
3/1/2022,Single Family Residential,8859 Twin Pines Ln,Frisco,75036,425000,2,2,Frisco Lakes By Del,1682,5227,2018,253,135,14754422,33.1529541,-96.9115855
12/1/2021,Single Family Residential,1642 Marina Point Ct,Frisco,75036,600000,2,2.5,Frisco Lakes By Del,2740,8625,2019,219,135,14679828,33.1499141,-96.9060305
9/1/2022,Single Family Residential,8014 Bloomdale Dr,Frisco,75036,649900,3,2,Frisco Lakes By Del,2678,8538,2019,243,140,20145785,33.1457033,-96.9106208
3/1/2022,Single Family Residential,1436 Four Corner Ln,Little Elm,75036,611190,4,2.5,King's Court,2236,4966,2021,273,79,14712160,33.1526342,-96.8959916
6/1/2021,Single Family Residential,8314 Flintrock Dr,Frisco,75036,620000,4,4,Stonewater Crossing Ph One,3099,8407,2011,200,71,14555666,33.147685,-96.893301
5/1/2022,Single Family Residential,2054 Marsh Point Dr,Frisco,75036,385000,2,2,Frisco Lakes By Del,1675,4966,2018,230,140,20032912,33.1542484,-96.9102435
9/1/2022,Single Family Residential,8216 Flintrock Dr,Frisco,75036,749900,4,3.5,Stonewater Crossing Ph One,3653,8407,2012,205,71,20135797,33.147085,-96.893309
3/1/2021,Single Family Residential,8598 Kincaid Ln,Frisco,75036,499990,4,3.5,Villages of Creekwood,2611,8712,2020,191,54,14505236,33.1497448,-96.9000154
